Site,Plot,Date,Time,Observer,Transect,Position,OW Bluestem TL,OW Bluestem TR,OW Bluestem BL,OW Bluestem BR,Johnson TL,Johnson TR,Johnson BL,Johnson BR,Present?,Notes
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",CTR,21,0,0,0,,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",CTR,24,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",CTR,27,0,1,0,0,0,0,0,0,Yes,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",CTR,30,1,1,1,0,0,0,0,0,Yes,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",CTR,33,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",CTR,36,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",CTR,39,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",CTR,42,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",CTR,45,1,0,1,0,0,0,0,0,Yes,"Yes, TL, BL"
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",CTR,48,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,0,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,3,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,6,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,9,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,12,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,15,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,18,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,21,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,24,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,27,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,30,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,33,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,36,0,0,0,0,0,1,1,1,Yes,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,39,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,42,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,45,0,0,0,0,0,0,0,0,No,
Waco,Area 12,6/5/23,13:12,"MC, EA, LR, RH, HA",QL2,48,0,0,0,0,0,0,1,0,Yes,
Crow,Cactus,6/12/23,8:52,LR,QL1,0,1,0,1,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,8:52,LR,QL1,3,0,0,0,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,8:52,LR,QL1,6,1,1,1,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,8:52,LR,QL1,9,1,1,1,0,0,0,0,0,Yes,
Crow,Cactus,6/12/23,8:52,LR,QL1,12,1,0,1,0,0,0,0,0,Yes,
Crow,Cactus,6/12/23,8:52,LR,QL1,15,1,1,1,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,8:52,LR,QL1,18,1,1,1,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,8:52,LR,QL1,21,1,1,1,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,8:52,LR,QL1,24,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,8:52,LR,QL1,27,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,8:52,LR,QL1,30,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,8:52,LR,QL1,33,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,8:52,LR,QL1,36,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,8:52,LR,QL1,39,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,8:52,LR,QL1,42,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,8:52,LR,QL1,45,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,8:52,LR,QL1,48,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:19,LR,CTR,0,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:19,LR,CTR,3,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:19,LR,CTR,6,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:19,LR,CTR,9,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:19,LR,CTR,12,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:19,LR,CTR,15,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:19,LR,CTR,18,1,1,1,1,0,0,0,0,No,
Crow,Cactus,6/12/23,9:19,LR,CTR,21,0,1,1,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,9:19,LR,CTR,24,1,1,1,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,9:19,LR,CTR,27,0,0,0,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,9:19,LR,CTR,30,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:19,LR,CTR,33,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:19,LR,CTR,36,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:19,LR,CTR,39,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:19,LR,CTR,42,1,1,1,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,9:19,LR,CTR,45,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:19,LR,CTR,48,0,0,1,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,9:44,LR,QL2,0,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:44,LR,QL2,3,0,0,0,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,9:44,LR,QL2,6,1,0,0,0,0,0,0,0,Yes,
Crow,Cactus,6/12/23,9:44,LR,QL2,9,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:44,LR,QL2,12,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:44,LR,QL2,15,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:44,LR,QL2,18,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:44,LR,QL2,21,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:44,LR,QL2,24,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:44,LR,QL2,27,0,1,0,0,0,0,0,0,Yes,
Crow,Cactus,6/12/23,9:44,LR,QL2,30,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:44,LR,QL2,33,0,0,0,0,0,0,0,0,No,
Crow,Cactus,6/12/23,9:44,LR,QL2,36,1,1,1,1,0,0,0,0,Yes,"all OW Bluestem, no Johnson"
Crow,Cactus,6/12/23,9:44,LR,QL2,39,1,1,1,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,9:44,LR,QL2,42,1,1,1,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,9:44,LR,QL2,45,1,1,1,1,0,0,0,0,Yes,
Crow,Cactus,6/12/23,9:44,LR,QL2,48,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,13:36,,QL1,0,1,1,1,0,0,0,0,0,Yes,
Crow,Gas,6/11/23,13:36,,QL1,3,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,13:36,,QL1,6,0,1,0,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,13:36,,QL1,9,1,0,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,13:36,,QL1,12,1,1,0,0,0,0,0,0,Yes,
Crow,Gas,6/11/23,13:36,,QL1,15,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,13:36,,QL1,18,0,0,0,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,13:36,,QL1,21,0,1,0,0,0,0,0,0,Yes,
Crow,Gas,6/11/23,13:36,,QL1,24,1,0,1,0,0,0,0,0,Yes,
Crow,Gas,6/11/23,13:36,,QL1,27,0,0,0,0,0,0,0,0,No,
Crow,Gas,6/11/23,13:36,,QL1,30,0,1,1,0,0,0,0,0,Yes,
Crow,Gas,6/11/23,13:36,,QL1,33,0,0,0,0,0,0,0,0,No,
Crow,Gas,6/11/23,13:36,,QL1,36,0,0,0,0,0,0,0,0,No,
Crow,Gas,6/11/23,13:36,,QL1,39,0,0,0,0,0,0,0,0,No,
Crow,Gas,6/11/23,13:36,,QL1,42,0,0,0,0,0,0,0,0,No,
Crow,Gas,6/11/23,13:36,,QL1,45,0,0,0,0,0,0,0,0,No,
Crow,Gas,6/11/23,13:36,,QL1,48,0,0,0,0,0,0,0,0,No,
Crow,Gas,6/11/23,14:32,,CTR,0,0,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,3,0,1,0,0,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,6,0,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,9,1,0,0,0,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,12,1,0,0,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,15,0,0,0,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,18,0,1,0,0,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,21,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,24,1,1,0,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,27,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,30,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,33,1,0,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,36,1,0,1,0,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,39,0,0,0,0,0,0,0,0,No,
Crow,Gas,6/11/23,14:32,,CTR,42,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,45,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,14:32,,CTR,48,0,0,0,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,0,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,3,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,6,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,9,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,12,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,15,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,18,0,1,0,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,21,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,24,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,27,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,30,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,33,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,36,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,39,0,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,42,1,1,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,45,0,0,1,1,0,0,0,0,Yes,
Crow,Gas,6/11/23,15:20,,QL2,48,1,1,1,1,0,0,0,0,Yes,
Crow,Hill,6/11/23,10:54,LR,QL1,0,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,3,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,6,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,9,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,12,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,15,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,18,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,21,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,24,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,27,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,30,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,33,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,36,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,39,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,42,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,10:54,LR,QL1,45,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:09,LR,QL1,48,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,0,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,3,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,6,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,9,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,12,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,15,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,18,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,21,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,24,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,27,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,30,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,33,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,36,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,39,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,42,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,45,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,CTR,48,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,0,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,3,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,6,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,9,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,12,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,15,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,18,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,21,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,24,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,27,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,30,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,33,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,36,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,39,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,42,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,45,0,0,0,0,0,0,0,0,No,
Crow,Hill,6/11/23,11:15,LR,QL2,48,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,0,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,3,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,6,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,9,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,12,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,15,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,18,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,21,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,24,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,27,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,30,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,33,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,36,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,39,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,42,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:17,EAL,QL1,45,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,14:56,EAL,QL1,48,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,0,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,3,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,6,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,9,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,12,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,15,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,18,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,21,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,24,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,27,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,30,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,33,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,36,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,39,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,42,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:13,EAL,CTR,45,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,CTR,48,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,0,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,3,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,6,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,9,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,12,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,15,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,18,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,21,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,24,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,27,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,30,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,33,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,36,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,39,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,42,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,45,0,0,0,0,0,0,0,0,No,
Wagley,Watertrap,6/16/23,15:59,EAL,QL2,48,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,0,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,3,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,6,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,9,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,12,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,15,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,18,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,21,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,24,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,27,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,30,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,33,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,36,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,39,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,42,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,45,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,9:15,LR,QL1,48,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,0,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,3,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,6,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,9,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,12,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,15,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,18,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,21,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,24,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,27,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,30,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,33,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,36,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,39,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,42,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,45,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,10:22,LR,CTR,48,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,0,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,3,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,6,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,9,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,12,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,15,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,18,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,21,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,24,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,27,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,30,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,33,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,36,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,39,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,42,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,45,0,0,0,0,0,0,0,0,No,
Wagley,House,6/16/23,11:11,LR,QL2,48,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,0,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,3,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,6,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,9,0,0,0,0,0,0,0,0,No,
Wagley,Food,6/17/23,11:01,"ER, LR",QL1,12,0,0,0,0,0,0,0,0,No,
