site,plot,date,observer,start_time,transectID,position,herb,wood,litter,bare,rocky,canopy,automatic_sum,notes,year,season,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,14:44,QL1,42,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,14:46,QL1,45,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,14:48,QL1,48,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,14:55,CENTER,0,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,14:57,CENTER,3,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,14:49,CENTER,6,3,2,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:00,CENTER,9,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:01,CENTER,12,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:03,CENTER,15,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:05,CENTER,18,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:08,CENTER,21,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:11,CENTER,24,8,0,8,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:14,CENTER,27,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:15,CENTER,30,15,0,1,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:16,CENTER,33,13.5,0,2.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:18,CENTER,36,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:19,CENTER,39,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:22,CENTER,42,13.5,0,2.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:23,CENTER,45,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:24,CENTER,48,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:35,QL2,0,9,0,5,2,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:36,QL2,3,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:38,QL2,6,14.5,0,1.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:39,QL2,9,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:41,QL2,12,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:42,QL2,15,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:44,QL2,18,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:46,QL2,21,15.5,0,0.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:48,QL2,24,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:50,QL2,27,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:52,QL2,30,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:53,QL2,33,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:54,QL2,36,10.5,0,5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:57,QL2,39,8,0,8,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:58,QL2,42,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,15:59,QL2,45,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 112,6/2/2023,LR,16:00,QL2,48,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,0,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,3,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,6,7.5,0,8.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,9,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,12,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,15,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,18,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,21,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,24,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,27,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,30,9,0,7,0,0,1,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,33,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,36,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,39,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,42,6.5,0,9.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,45,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/1/2023,"MC, LR, ER, RK, HA",13:12,QL1,48,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,0,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,3,6.5,0,9.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,6,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,9,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,12,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,15,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,18,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,21,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,24,10.5,0,4.5,1,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,27,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,30,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,33,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,36,6.5,0,9.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,39,9.5,0,6.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,42,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,45,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",14:30,CENTER,48,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,0,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,3,6.5,0,9.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,6,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,9,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,12,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,15,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,18,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,21,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,24,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,27,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,30,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,33,7.5,0,8.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,36,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,39,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,42,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,45,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Waco,Area 12,6/5/2023,"MC, LR, ER, RK, HA",15:08,QL2,48,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,0,12,0,3,1,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,3,13.5,0,2.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,6,14.5,0,1.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,9,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,12,10.5,0,5.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,15,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,18,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,21,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,24,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,27,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,30,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,33,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,36,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,39,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,42,8,0,8,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,45,9,0,2.5,4.5,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,8:52,QL1,48,10.5,0,3.5,2,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,0,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,3,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,6,13.5,0,2.5,0,0,3,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,9,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,12,14,0,2,0,0,6,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,15,13,0,3,0,0,1,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,18,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,21,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,24,9.5,0,6.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,27,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,30,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,33,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,36,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,39,2.5,0,11.5,1,1,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,42,11,0,3.5,1.5,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,45,13.5,0,2.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:19,CENTER,48,11.5,0,4,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,0,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,3,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,6,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,9,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,12,10.5,0,4,1.5,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,15,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,18,9.5,0,4.5,2,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,21,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,24,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,27,10,0,5.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,30,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,33,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,36,8,0.5,4.5,3,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,39,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,42,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,45,9,0,5,0,2,0,16,,2023,summer,,,,,,,,,,,
Crow,Cactus,6/12/2023,EAL,9:44,QL2,48,11.5,0,2,2.5,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,0,4,0,11.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,3,5,0,10.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,6,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,9,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,12,11,0,4.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,15,6,0,3,0,7,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,18,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,21,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,24,6.5,0,9.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,27,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,30,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,33,2.5,0,10.5,1,2,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,36,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,39,1.5,1,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,42,1,0.5,14.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,45,0.5,0,15.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,13:36,QL1,48,0,0,16,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,0,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,3,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,6,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,9,9.5,0.5,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,12,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,15,9.5,0,6.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,18,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,21,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,24,11,0,4,1,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,27,12,0,3,1,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,30,13.5,0,2,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,33,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,36,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,39,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,42,11,0,3,2,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,45,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,14:32,CENTER,48,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,0,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,3,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,6,12,0,3,0,1,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,9,10.5,0,4.5,0,1,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,12,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,15,13.5,0,2.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,18,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,21,10.5,0,5,0,0.5,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,24,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,27,8.5,0,7.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,30,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,33,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,36,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,39,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,42,10.5,0,5,0,0.5,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,45,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Gas,6/11/2023,EAL,15:20,QL2,48,6.5,0,8.5,0,1,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,0,3.5,0,12,0,0.5,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,3,4,0,11,0,1,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,6,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,9,2,0,14,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,12,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,15,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,18,3,0,11.5,1,0.5,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,21,5,0,10.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,24,3,0,11,2,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,27,4,0,11.5,0,0.5,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,30,3,1.5,9,1,1.5,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,33,5,0.5,10,0,0.5,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,36,2,0,14,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,39,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,42,1,0,15,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,45,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,10:54,QL1,48,1.5,0,14.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,0,3,0,11,2,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,3,1,0,15,0,0,0,16,,2023,summer,,,,,,,,,,,
Crow,Hill,6/11/2023,EAL,11:15,CENTER,6,1,0,15,0,0,0,16,,2023,summer,,,,,,,,,,,
