site,plot,date,observer,transectID,start_time,position,field_plant_sp,inflor_count,true_plant_sp,notes,year,season,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,3,EVVE,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,3,CETE2,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,3,ERST3,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,6,MOCI,11,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,6,PYPA4,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,6,CRMO6,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,6,BIAM2,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,9,MOCI,11,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,9,CETE2,43,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,9,CRMO6,3,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,9,EVVE,7,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,12,MOCI,3,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,12,PHNO2,13,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,12,CRMO6,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,15,MOCI,11,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,15,PYPA4,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,15,PHNO2,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,15,MELU,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,15,CETE2,31,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,18,PYPA4,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,18,ERST3,6,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,18,PHNO2,6,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,18,MELU,3,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,18,MOCI,28,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,21,PHNO2,7,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,21,MOCI,16,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,21,BIAM,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,24,MOCI,21,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,24,CRMO6,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,27,MOCI,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,27,EVVE,29,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,27,MELU,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,30,MOCI,12,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,30,PYPA4,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,33,MOCI,15,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,33,PYPA4,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,33,EVVE,6,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,36,MOCI,28,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,36,EVVE,53,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,36,STNIN,3,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,39,MOCI,15,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,39,GAPU,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,39,PYPA4,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,39,STNIN,13,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,39,EVVE,122,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,42,MOCI,13,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,42,EVVE,45,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,45,MOCI,12,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,45,PHNO2,7,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,45,VEHA,3,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,48,THF1,5,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,48,MOCI,29,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Corral,6/9/2023,LR,QL2,9:25,48,VEHA,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,0,TOAR,44,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,3,TOAR,76,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,3,LEAM2,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,6,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,9,TOAR,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,12,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,15,VEHA,5,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,15,LEAM2,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,15,THFI,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,18,TOAR,16,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,18,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,21,TOAR,54,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,24,TOAR,9,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,24,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,24,CAIN13,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,24,SCDR2,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,27,TOAR,9,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,30,TOAR,24,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,33,TOAR,15,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,33,LEAM2,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,36,CIRCI,3,,circum undulatum,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,36,TOAR,36,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,36,LEAM2,5,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,36,SCDR2,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,36,VEHA,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,39,TOAR,140,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,42,TOAR,50,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,42,LEAM2,7,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,42,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,45,TOAR,196,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,45,LEAM2,5,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,45,GAPU,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,48,LEAM2,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,48,GAPU,4,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL1,10:30,48,TOAR,117,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,0,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,0,TOAR,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,3,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,6,TOAR,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,9,TOAR,4,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,12,TOAR ,4,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,15,TOAR,44,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,15,ERST3,3,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,18,TOAR,8,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,21,TOAR,59,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,21,CEAM2,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,21,MOCI,9,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,24,MOCI,5,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,24,TOAR,40,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,27,TOAR,8,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,27,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,30,TOAR,11,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,33,TOAR ,27,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,33,MOCI,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,33,TOAR,4,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,33,TOAR,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,36,MOCI,4,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,36,RACO3,37,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,36,PHNO2,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,39,MOCI,8,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,39,TOAR,70,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,39,SIYSR,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,39,SCDR2,5,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,42,TOAR,171,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,42,CEAM2,3,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,45,MOCI,21,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,45,TOAR,171,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,48,MOCI,14,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,CENTER,10:30,48,TOAR,160,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,0,TOAR,26,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,0,MOCI,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,3,TOAR,82,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,3,MOCI,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,6,TOAR,12,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,9,TOAR,11,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,12,TOAR,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,12,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,15,TOAR,17,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,18,TOAR,14,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,21,TOAR,4,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,21,CRMO6,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,24,CAIN13,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,24,MOCI,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,24,TOAR,37,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,27,TOAR,8,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,30,MOCI,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,30,CEAM2,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,30,TOAR,68,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,33,MOCI,11,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,33,GAPU,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,33,CEAM2,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,33,LYRE,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,33,TOAR,88,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,36,MOCI,11,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,36,TOAR,199,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,36,CEAM2,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,39,CEAM2,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,39,MOCI,6,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,39,SCDR2,5,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,39,TOAR,111,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,42,CEAM2,6,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,42,MOCI,38,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,42,GLBI2,1,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,42,TOAR,57,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,45,TOAR,55,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,45,MOCI,26,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,45,GARN,33,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,45,GLBI2,2,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,48,TOAR,50,,,2023,summer,,,,,,,,,,,,,,,
High Hope,Statue,6/9/2023,LR,QL2,10:30,48,MOCI,52,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,0,CRLI2,4,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,3,THFI,1,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,6,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,9,CRLI2,3,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,9,LEVI3,8,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,12,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,15,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,18,CRLI2,12,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,21,CRLI2,5,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,24,CRLI2,79,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,24,DAPU3,1,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,27,CRGL2,2,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,27,CRLI2,59,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,30,CRLI2,89,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,33,MOUE,1,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,36,NONE,0,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,39,CRLI2,24,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,42,CRLI2,82,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,45,OELA,3,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,45,CRLI2,108,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL1,9:12,48,CRLI2,3,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,0,CHPI8,3,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,3,CRLI2,4,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,6,CHPI8,1,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,6,CHAS,15,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,9,THFI,17,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,9,VEHA,33,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,12,POPR4,8,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,12,RUHI2,3,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,12,SACA3,3,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,15,SACA3,1,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,18,CRLI2,27,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,21,TROC,2,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,21,THFI,3,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,21,CHPI8,1,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,24,ACMI2,13,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,24,CRLI2,1,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,27,CRLI2,9,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,27,CHPI8,3,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,27,SACA3,1,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,27,EVSE,1,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,30,CRLI2,3,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,30,SOEL,1,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,30,DAPU3,14,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,33,DELE,2,,EAL;iNat,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,36,CRLI2,5,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,36,DAPU3,2,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,36,LASE,8,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,39,CRLI2,9,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,39,MOVE,15,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,42,CRLI2,1,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,45,CRLI2,30,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",CENTER,10:34,48,CRLI2,10,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL2,14:11,0,SACA3,36,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL2,14:11,0,RUHI2,8,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL2,14:11,0,CRLI2,3,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL2,14:11,0,CHPI8,8,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL2,14:11,0,CHAS,3,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL2,14:11,3,CRLI2,3,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL2,14:11,6,GIPU4,17,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL2,14:11,6,CRLI2,10,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL2,14:11,9,CRLI2,19,,,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL2,14:11,12,TROC,1,,closed w/ visible petals counted,2023,summer,,,,,,,,,,,,,,,
Fawcett,Shed,6/13/2023,"LR, EAL",QL2,14:11,15,TROC,9,,,2023,summer,,,,,,,,,,,,,,,
