site,plot,date,observer,start_time,activity,participants,temp_F,wind_km_h,Clouds_pct,humidity_pct,notes,year,season,
Whitney,Flood,6/16/2022,"ZM, SM, CP, MC",9:00,AM netting,"ZM, SM, CP, MC",31.7,1.6,15.00%,60.40%,,2022,summer,
Whitney,50 Acres,6/16/2022,"ZM, SM, CP, MC",11:00,AM netting,"ZM, SM, CP, MC",31.8,2.5,10.00%,52.00%,,2022,summer,
Whitney,50 Acres,6/16/2022,"ZM, SM, CP, MC",11:35,Milkweed transects,"ZM, SM, CP, MC",35.6,1.3,0.00%,49.10%,,2022,summer,
Whitney,Flood,6/16/2022,"ZM, SM, CP, MC",13:53,PM netting,"ZM, SM, CP, MC",36.8,2.5,20.00%,36.90%,,2022,summer,
Whitney,Flood,6/16/2022,"ZM, SM, CP, MC",14:24,Bee bowls up,"ZM, SM, CP, MC",38.9,1.8,10.00%,36.50%,,2022,summer,
Whitney,50 Acres,6/16/2022,"ZM, SM, CP, MC",15:15,PM netting,"ZM, SM, CP, MC",39.5,2.2,0.00%,36.30%,,2022,summer,
Whitney,50 Acres,6/16/2022,"ZM, SM, CP, MC",15:54,Bee bowls up,"ZM, SM, CP, MC",40.1,2.4,0.00%,33.10%,,2022,summer,
Whitney,50 Acres,6/16/2022,JDP,8:16,Bee bowls down,JDP,27.9,1.6,15.00%,73.50%,,2022,summer,
Whitney,Flood,6/16/2022,JDP,15:06,Milkweed transects,JDP,38.7,1.3,0.00%,38.00%,,2022,summer,
Waco,Area 12,6/9/2022,SRG,8:42,Bee bowls down,SRG,27.4,1.3,0.00%,77.00%,,2022,summer,
Waco,Area 12,6/9/2022,"MC, ZM, CP, JK",10:09,AM netting,"MC, ZM, CP, JK",31.2,1.5,0.00%,68.60%,,2022,summer,
Waco,Area 12,6/9/2022,"MC, ZM, CP, JK",12:23,PM netting,"MC, ZM, CP, JK",34,0.8,5.00%,54.10%,,2022,summer,
Waco,Area 12,6/9/2022,SRG,14:42,Bee bowls up,SRG,,,,,,2022,summer,
Waco,Area 52,6/10/2022,"SRG, JK",9:00,Bee bowls down,"SRG, JK",31,1.7,30.00%,71.50%,,2022,summer,
Waco,Area 52,6/10/2022,"MC, ZM, CP, JK",9:35,AM netting,"MC, ZM, CP, JK",31.5,0.9,80.00%,63.00%,nothing caught,2022,summer,
Waco,Area 52,6/10/2022,"MC, ZM, CP, JK",11:49,PM netting,"MC, ZM, CP, JK",38.7,0.8,10.00%,52.30%,,2022,summer,
Waco,Area 52,6/10/2022,"MC, SRG",14:05,Bee bowls up,"MC, SRG",37.8,0.4,5.00%,46.30%,,2022,summer,
Waco,Area 52,6/9/2022,"EAL, SAM, JK",12:50,Veg transects,"EAL, SAM, JK",,,,,,2022,summer,
Waco,Area 52,6/9/2022,"MC, ZM, CP",13:40,Milkweed transects,"MC, ZM, CP",32.2,0.5,5.00%,41.80%,,2022,summer,
Waco,Area 12,6/10/2022,"EAL, SAM",8:55,Veg transects,"EAL, SAM",,,,,"lost one sheet of inflourescence, so redid veg, grass, inflor",2022,summer,
Waco,Area 12,6/10/2022,"EAL, SAM",10:45,Milkweed transects,"EAL, SAM",33,1,20.00%,55.10%,,2022,summer,
Waco,Area 48,6/14/2022,"EAL, CDP",8:27,Veg transects,"EAL, CDP",29.2,2.8,20.00%,68.40%,,2022,summer,
Waco,Area 12,6/14/2022,"EAL, CDP",11:49,Veg transects,"EAL, CDP",34,2.6,10.00%,37.50%,,2022,summer,
Waco,Area 111,6/14/2022,"MC, SM, ZM, CP",8:25,Veg transects,"MC, SM, ZM, CP",26.7,3.5,10.00%,78.00%,,2022,summer,
Waco,Area 111,6/14/2022,"MC, SM, ZM",10:10,Milkweed transects,"MC, SM, ZM",31.8,2.3,50.00%,58.50%,,2022,summer,
Waco,Area 111,6/15/2022,"CDP, SAM",8:33,Bee bowls down,"CDP, SAM",28.3,0.5,95.00%,73.70%,,2022,summer,
Waco,Area 48,6/15/2022,"CDP, SAM",9:20,Bee bowls down,"CDP, SAM",29.3,1.2,85.00%,80.60%,,2022,summer,
Waco,Area 48,6/15/2022,"CDP, SAM",9:46,AM netting,"CDP, SAM",30.7,1.4,95.00%,72.00%,"3 person netting, netted for 45 min accidentally instead of 40 min. Area 48 nothing, area 111 no LEDs",2022,summer,
Waco,Area 111,6/15/2022,"CDP, SAM",11:38,AM netting,"CDP, SAM",34,1.3,95.00%,64.90%,"3 person netting, netted for 45 min accidentally instead of 40 min. Area 48 nothing, area 111 no LEDs",2022,summer,
Waco,Area 48,6/15/2022,"CDP, SAM",,PM netting,"CDP, SAM",35.7,1.1,70.00%,60.10%,,2022,summer,
Waco,Area 111,6/15/2022,"CDP, SAM",15:44,PM netting,"CDP, SAM",37.2,0.8,20.00%,54.20%,,2022,summer,
Waco,Area 111,6/15/2022,"CDP, SAM",16:38,Bee bowls up,"CDP, SAM",37,1.8,30.00%,49.40%,,2022,summer,
Waco,Area 48,6/15/2022,"CDP, SAM",17:15,Bee bowls up,"CDP, SAM",35.2,0.8,35.00%,53.20%,,2022,summer,
Crow,Hill,6/22/2022,"JDP, CDP, MAS, SM",7:55,Bee bowls down,"JDP, CDP, MAS, SM",27.1,1,0.00%,58.30%,,2022,summer,
Crow,Gas,6/22/2022,"JDP, CDP, MAS, SM",8:32,Bee bowls down,"JDP, CDP, MAS, SM",29.7,0.7,0.00%,52.50%,,2022,summer,
Crow,Gas,6/22/2022,"JDP, CDP, MAS, SM",9:05,AM netting,"JDP, CDP, MAS, SM",30.8,0.7,0.00%,53.20%,,2022,summer,
Crow,Hill,6/22/2022,"JDP, CDP, MAS, SM",10:07,AM netting,"JDP, CDP, MAS, SM",33.3,0.9,0.00%,43.60%,,2022,summer,
Crow,Gas,6/22/2022,"JDP, CDP, MAS, SM",13:35,PM netting,"JDP, CDP, MAS, SM",37.7,2.2,30.00%,33.30%,,2022,summer,
Crow,Hill,6/22/2022,"JDP, CDP, MAS, SM",14:30,PM netting,"JDP, CDP, MAS, SM",38.8,2.5,30.00%,28.80%,zero caught,2022,summer,
Crow,Hill,6/22/2022,"JDP, CDP, MAS, SM",15:22,Bee bowls up,"JDP, CDP, MAS, SM",39.6,2.6,40.00%,28.80%,,2022,summer,
Crow,Gas,6/22/2022,"JDP, CDP, MAS, SM",15:24,Bee bowls up,"JDP, CDP, MAS, SM",38.1,1.5,30.00%,31.70%,,2022,summer,
Crow,Cattle,6/23/2022,"JDP, CDP, MAS, SM",8:00,Bee bowls down,"JDP, CDP, MAS, SM",25.3,0,0.00%,66.20%,,2022,summer,
Crow,Cactus,6/23/2022,"JDP, CDP, MAS, SM",8:22,Bee bowls down,"JDP, CDP, MAS, SM",29.5,1.4,5.00%,54.50%,,2022,summer,
Crow,Cactus,6/23/2022,"JDP, CDP, MAS, SM",8:53,AM netting,"JDP, CDP, MAS, SM",31.6,0.6,0.00%,50.20%,,2022,summer,
Crow,Cattle,6/23/2022,"JDP, CDP, MAS, SM",9:48,AM netting,"JDP, CDP, MAS, SM",33.2,1.6,0.00%,45.40%,,2022,summer,
Crow,Cactus,6/23/2022,"JDP, CDP, MAS, SM",13:11,PM netting,"JDP, CDP, MAS, SM",38.2,1.7,30.00%,32.90%,,2022,summer,
Crow,Cattle,6/23/2022,"JDP, CDP, MAS, SM",14:00,PM netting,"JDP, CDP, MAS, SM",39.2,3,30.00%,32.80%,,2022,summer,
Crow,Cattle,6/23/2022,"JDP, CDP, MAS, SM",14:36,Bee bowls up,"JDP, CDP, MAS, SM",38.3,1.3,40.00%,31.50%,,2022,summer,
Crow,Cactus,6/23/2022,"JDP, CDP, MAS, SM",14:54,Bee bowls up,"JDP, CDP, MAS, SM",39.9,1.1,40.00%,29.80%,no pictures,2022,summer,
Crow,Cactus,6/22/2022,"EAZ, ZM",8:30,Veg transects,"EAZ, ZM",33.7,0.8,0.00%,47.40%,,2022,summer,
Crow,Cactus,6/22/2022,"EAZ, ZM",10:09,Milkweed transects,"EAZ, ZM",33.7,0.8,0.00%,47.40%,,2022,summer,
Crow,Cattle,6/22/2022,"EAZ, ZM",14:48,Veg transects,"EAZ, ZM",39.7,2,40.00%,35.70%,,2022,summer,
Crow,Cattle,6/22/2022,"EAZ, ZM",14:48,Milkweed transects,"EAZ, ZM",39.7,2,40.00%,35.70%,,2022,summer,
Crow,Hill,6/23/2022,"EAZ, ZM",8:07,Veg transects,"EAZ, ZM",31.4,1.4,0.00%,59.30%,,2022,summer,
Crow,Hill,6/23/2022,"EAZ, ZM",8:53,Milkweed transects,"EAZ, ZM",31.4,1.4,0.00%,59.30%,,2022,summer,
Crow,Gas,6/23/2022,"EAZ, ZM",10:09,Veg transects,"EAZ, ZM",38.4,2,60.00%,37.40%,,2022,summer,
Crow,Gas,6/23/2022,"EAZ, ZM",13:14,Milkweed transects,"EAZ, ZM",38.4,2,60.00%,37.40%,,2022,summer,
Wagley,House,6/18/2022,"CDP, ZM",8:35,Bee bowls down,"CDP, ZM",30.5,2.2,0.00%,61.50%,,2022,summer,
Wagley,Food,6/18/2022,"EAL, MC",8:40,Bee bowls down,"EAL, MC",28.9,0.7,0.00%,68.30%,,2022,summer,
Wagley,Food,6/18/2022,"CDP, SM, ZM, MC",10:21,AM netting,"CDP, SM, ZM, MC",33.6,1.1,0.00%,51.20%,,2022,summer,
Wagley,House,6/18/2022,"CDP, SM, ZM, MC",11:16,AM netting,"CDP, SM, ZM, MC",36.4,2,15.00%,45.40%,,2022,summer,
Wagley,Food,6/18/2022,"CDP, SM, ZM, MC",13:19,PM netting,"CDP, SM, ZM, MC",39.3,0.8,30.00%,36.70%,,2022,summer,
Wagley,Food,6/18/2022,"CDP, SM, ZM, MC",14:14,Milkweed transects,"CDP, SM, ZM, MC",39.3,2.4,60.00%,60.40%,,2022,summer,
Wagley,Food,6/18/2022,"CDP, SM, ZM, MC",14:30,Bee bowls up,"CDP, SM, ZM, MC",39.3,2.4,60.00%,60.40%,,2022,summer,
Wagley,House,6/18/2022,"CDP, SM, ZM, MC",14:55,PM netting,"CDP, SM, ZM, MC",36.2,1.3,70.00%,43.30%,,2022,summer,
Wagley,House,6/18/2022,"CDP, SM, ZM, MC",15:32,Bee bowls up,"CDP, SM, ZM, MC",34.3,3.2,70.00%,47.50%,,2022,summer,
Wagley,House,6/18/2022,"CDP, SM, ZM, MC",15:35,Milkweed transects,"CDP, SM, ZM, MC",34.3,3.2,70.00%,47.50%,,2022,summer,
Wagley,Airstrip,6/19/2022,"CDP, EAL, ZM, MC",8:25,Bee bowls down,"CDP, EAL, ZM, MC",28.1,1.3,0.00%,63.30%,,2022,summer,
Wagley,Watertrap,6/19/2022,"CDP, EAL, ZM, MAC",9:00,Bee bowls down,"CDP, EAL, ZM, MAC",31.3,0.7,0.00%,56.50%,,2022,summer,
Wagley,Watertrap,6/19/2022,"CDP, EAL, ZM, MAC",9:17,AM netting,"CDP, EAL, ZM, MAC",32,0.9,0.00%,55.20%,,2022,summer,
Wagley,Airstrip,6/19/2022,"CDP, EAL, ZM, MAC",10:15,AM netting,"CDP, EAL, ZM, MAC",33,2,0.00%,49.90%,,2022,summer,
Wagley,Airstrip,6/19/2022,"CDP, EAL, ZM, MAC",10:54,Milkweed transects,"CDP, EAL, ZM, MAC",35.7,2.1,5.00%,43.50%,,2022,summer,
Wagley,Watertrap,6/19/2022,"CDP, EAL, ZM, MAC",13:23,PM netting,"CDP, EAL, ZM, MAC",38.1,2.1,40.00%,37.50%,,2022,summer,
Wagley,Watertrap,6/19/2022,"CDP, EAL, ZM, MAC",14:02,Milkweed transects,"CDP, EAL, ZM, MAC",36.9,1.9,50.00%,32.60%,,2022,summer,
Wagley,Watertrap,6/19/2022,"CDP, EAL, ZM, MAC",14:32,Bee bowls up,"CDP, EAL, ZM, MAC",38,3.1,40.00%,32.20%,,2022,summer,
Wagley,Airstrip,6/19/2022,"CDP, EAL, ZM, MAC",15:00,PM netting,"CDP, EAL, ZM, MAC",36.7,3.4,40.00%,34.60%,,2022,summer,
Wagley,Airstrip,6/19/2022,"EAL, CDP",15:40,Bee bowls up,"EAL, CDP",39,1.8,30.00%,35.80%,,2022,summer,
Wagley,Airstrip,6/18/2022,EAZ,10:00,Veg transects,EAZ,30.2,1,0.00%,61.70%,,2022,summer,
Wagley,Watertrap,6/19/2022,EAZ,14:31,Veg transects,EAZ,38,1.2,90.00%,40.00%,,2022,summer,
Wagley,Food,6/19/2022,EAZ,9:00,Veg transects,EAZ,30.8,0.4,10.00%,61.30%,,2022,summer,
Wagley,House,6/19/2022,EAZ,12:40,Veg transects,EAZ,37.6,1.2,40.00%,45.50%,,2022,summer,
Clay,Middle,6/20/2022,"ZM, CP",8:00,Bee bowls down,"ZM, CP",27.5,0.4,0.00%,65.90%,,2022,summer,
Clay,Brushy,6/20/2022,"EL, MC",8:10,Bee bowls down,"EL, MC",27.6,1.3,0.00%,66.70%,,2022,summer,
Clay,Brushy,6/20/2022,"ZM, CP, MC, SM",9:01,AM netting,"ZM, CP, MC, SM",30.4,1.1,0.00%,58.50%,,2022,summer,
Clay,Brushy,6/20/2022,"ZM, CP, MC, SM",9:40,Milkweed transects,"ZM, CP, MC, SM",34.6,1.7,0.00%,46.60%,,2022,summer,
Clay,Middle,6/20/2022,"ZM, CP, MC, SM",10:17,AM netting,"ZM, CP, MC, SM",33.3,2.3,0.00%,45.20%,,2022,summer,
Clay,Middle,6/20/2022,"ZM, CP, MC, SM",10:54,Milkweed transects,"ZM, CP, MC, SM",34.6,4,0.00%,41.00%,,2022,summer,
Clay,Brushy,6/20/2022,"ZM, CP, MC, SM",12:40,PM netting,"ZM, CP, MC, SM",39.4,3.4,0.00%,30.10%,,2022,summer,
Clay,Middle,6/20/2022,"ZM, CP, MC, SM",13:30,PM netting,"ZM, CP, MC, SM",40.5,2.2,5.00%,29.90%,,2022,summer,
Clay,Middle,6/20/2022,"ZM, CP, MC, SM",14:05,Bee bowls up,"ZM, CP, MC, SM",39,2.2,10.00%,29.60%,,2022,summer,
Clay,Brushy,6/20/2022,"ZM, CP, MC, SM",14:20,Bee bowls up,"ZM, CP, MC, SM",41.2,3.4,10.00%,26.60%,,2022,summer,
Clay,Deer,6/21/2022,"ZM, CP, MC, SM",7:55,Bee bowls down,"ZM, CP, MC, SM",27.2,1.6,0.00%,61.30%,,2022,summer,
Clay,Gate,6/21/2022,"ZM, CP, MC, SM",8:20,Bee bowls down,"ZM, CP, MC, SM",29.7,1.2,0.00%,58.50%,,2022,summer,
Clay,Gate,6/21/2022,"ZM, CP, MC, SM",8:44,AM netting,"ZM, CP, MC, SM",30.7,1.5,0.00%,54.00%,,2022,summer,
Clay,Deer,6/21/2022,"ZM, CP, MC, SM",9:38,AM netting,"ZM, CP, MC, SM",34.8,1.4,0.00%,44.10%,,2022,summer,
Clay,Deer,6/21/2022,"ZM, CP, MC, SM",10:16,Milkweed transects,"ZM, CP, MC, SM",34.5,4,0.00%,42.10%,,2022,summer,
Clay,Gate,6/21/2022,"ZM, CP, MC, SM",13:07,PM netting,"ZM, CP, MC, SM",39.2,2.9,50.00%,35.80%,,2022,summer,
Clay,Deer,6/21/2022,"ZM, CP, MC, SM",13:52,PM netting,"ZM, CP, MC, SM",39.6,1.2,50.00%,34.30%,,2022,summer,
Clay,Deer,6/21/2022,"ZM, CP, MC, SM",14:25,Bee bowls up,"ZM, CP, MC, SM",40.4,1.2,40.00%,34.30%,,2022,summer,
Clay,Gate,6/21/2022,"ZM, CP, MC, SM",14:45,Bee bowls up,"ZM, CP, MC, SM",40.4,2.3,40.00%,34.10%,,2022,summer,
Hagerman,Upper,6/27/2022,"ZM, CP, MC",7:38,Bee bowls down,"ZM, CP, MC",25,0,30.00%,63.10%,,2022,summer,
Hagerman,Crow Hill,6/27/2022,"ZM, CP, MC",9:27,AM netting,"ZM, CP, MC, SM",27,1.7,35.00%,57.10%,,2022,summer,
Hagerman,Crow Hill,6/27/2022,"ZM, CP, MC, SM",10:04,Milkweed transects,"ZM, CP, MC, SM",30.1,2.7,45.00%,54.70%,,2022,summer,
Hagerman,Upper,6/27/2022,"ZM, CP, MC, SM",10:39,AM netting,"ZM, CP, MC, SM",29.7,1.6,90.00%,58.40%,,2022,summer,
Hagerman,Upper,6/27/2022,"ZM, CP, MC, SM",11:18,Milkweed transects,"ZM, CP, MC, SM",33.7,1.7,80.00%,58.50%,,2022,summer,
Hagerman,Crow Hill,6/27/2022,"ZM, CP, MC, SM",14:01,PM netting,"ZM, CP, MC, SM",31.6,1.6,15.00%,55.20%,,2022,summer,
Hagerman,Crow Hill,6/27/2022,"ZM, CP, MC, SM",14:37,Bee bowls up,"ZM, CP, MC, SM",32.3,1.7,15.00%,56.50%,,2022,summer,
Hagerman,Upper,6/27/2022,"ZM, CP, MC, SM",14:58,PM netting,"ZM, CP, MC, SM",32.9,1.7,20.00%,52.50%,,2022,summer,
Hagerman,Upper,6/27/2022,"ZM, CP, MC, SM",15:36,Bee bowls up,"ZM, CP, MC, SM",33.2,1.3,20.00%,56.50%,,2022,summer,
Hagerman,Bennett Hill,6/28/2022,"ZM, CP, MC, SM",7:19,Bee bowls down,"ZM, CP, MC, SM",23,1,70.00%,74.30%,,2022,summer,
Hagerman,Meadow Pond,6/28/2022,"ZM, CP, MC, SM",8:16,Bee bowls down,"ZM, CP, MC, SM",26.8,1,40.00%,66.10%,,2022,summer,
Hagerman,Meadow Pond,6/28/2022,"ZM, CP, MC, SM",8:56,AM netting,"ZM, CP, MC, SM",29.7,0.7,40.00%,54.50%,,2022,summer,
Hagerman,Meadow Pond,6/28/2022,"ZM, CP, MC, SM",9:34,Milkweed transects,"ZM, CP, MC, SM",28.2,1.2,40.00%,55.60%,,2022,summer,
Hagerman,Bennett Hill,6/28/2022,"ZM, CP, MC, SM",10:35,AM netting,"ZM, CP, MC, SM",30.6,2.3,60.00%,45.70%,,2022,summer,
Hagerman,Bennett Hill,6/28/2022,"ZM, CP, MC, SM",11:17,Milkweed transects,"ZM, CP, MC, SM",30.6,1.9,80.00%,45.40%,,2022,summer,
Hagerman,Meadow Pond,6/28/2022,"ZM, CP, MC, SM",14:13,PM netting,"ZM, CP, MC, SM",30.5,0.6,90.00%,44.30%,,2022,summer,
Hagerman,Meadow Pond,6/28/2022,"ZM, CP, MC, SM",14:39,Bee bowls up,"ZM, CP, MC, SM",30.2,0.6,95.00%,50.30%,,2022,summer,
Hagerman,Bennett Hill,6/28/2022,"ZM, CP, MC, SM",15:24,PM netting,"ZM, CP, MC, SM",30,0.7,90.00%,49.70%,,2022,summer,
Hagerman,Bennett Hill,6/28/2022,"ZM, CP, MC, SM",16:00,Bee bowls up,"ZM, CP, MC, SM",31.2,0.7,85.00%,48.60%,,2022,summer,
Hagerman,Crow Hill,6/27/2022,"EAL, SAM",7:27,Bee bowls down,"EAL, SAM",28,0,40.00%,70.80%,,2022,summer,
Hagerman,Bennett Hill,6/27/2022,EAL,9:30,Veg transects,EAL,29.4,0,40.00%,54.20%,,2022,summer,
Hagerman,Meadow Pond,6/27/2022,EAL,14:42,Veg transects,EAL,33.8,0.8,20.00%,59.30%,,2022,summer,
Hagerman,Upper,6/28/2022,EAL,8:47,Veg transects,EAL,25.6,0,50.00%,66.70%,,2022,summer,
Hagerman,Crow Hill,6/28/2022,EAL,13:16,Veg transects,EAL,30,0.5,90.00%,44.20%,,2022,summer,
CrossTimbers,East,6/25/2022,"ZM, CP, MC, SM",8:13,Bee bowls down,"ZM, CP, MC, SM",29.1,2.7,0.00%,54.70%,,2022,summer,
CrossTimbers,Middle,6/25/2022,"ZM, CP, MC, SM",8:46,Bee bowls down,"ZM, CP, MC, SM",30.5,3.1,0.00%,51.40%,,2022,summer,
CrossTimbers,Middle,6/25/2022,"ZM, CP, MC, SM",9:14,AM netting,"ZM, CP, MC, SM",31.5,3.6,0.00%,51.80%,,2022,summer,
CrossTimbers,Middle,6/25/2022,"ZM, CP, MC, SM",9:56,Milkweed transects,"ZM, CP, MC, SM",33.4,5,0.00%,47.20%,,2022,summer,
CrossTimbers,East,6/25/2022,"ZM, CP, MC, SM",10:27,AM netting,"ZM, CP, MC, SM",34.5,1.8,0.00%,43.40%,,2022,summer,
CrossTimbers,East,6/25/2022,"ZM, CP, MC, SM",11:10,Milkweed transects,"ZM, CP, MC, SM",36.8,2.4,0.00%,42.10%,,2022,summer,
CrossTimbers,Middle,6/25/2022,"ZM, CP, MC, SM",13:42,PM netting,"ZM, CP, MC, SM",38.5,2,0.00%,35.60%,,2022,summer,
CrossTimbers,East,6/25/2022,"ZM, CP, MC, SM",14:45,PM netting,"ZM, CP, MC, SM",37.7,1.7,0.00%,37.20%,,2022,summer,
CrossTimbers,East,6/25/2022,"ZM, CP, MC, SM",15:21,Bee bowls up,"ZM, CP, MC, SM",39.3,1.3,0.00%,38.20%,,2022,summer,
CrossTimbers,Middle,6/25/2022,"ZM, CP, MC, SM",15:38,Bee bowls up,"ZM, CP, MC, SM",38.8,4.1,5.00%,33.70%,,2022,summer,
CrossTimbers,Highway,6/26/2022,"ZM, CP, MC, SM",7:56,Bee bowls down,"ZM, CP, MC, SM",26.6,3.1,0.00%,70.40%,,2022,summer,
CrossTimbers,50 Acres,6/26/2022,"ZM, CP, MC, SM",8:44,Bee bowls down,"ZM, CP, MC, SM",29.2,4,0.00%,67.70%,,2022,summer,
CrossTimbers,50 Acres,6/26/2022,"ZM, CP, MC, SM",9:00,AM netting,"ZM, CP, MC, SM",29.8,4.1,0.00%,68.40%,,2022,summer,
CrossTimbers,50 Acres,6/26/2022,"ZM, CP, MC, SM",9:39,Milkweed transects,"ZM, CP, MC, SM",31.5,5.3,5.00%,65.50%,,2022,summer,
CrossTimbers,Highway,6/26/2022,"ZM, CP, MC, SM",10:36,AM netting,"ZM, CP, MC, SM",33.2,3.2,5.00%,61.30%,,2022,summer,
CrossTimbers,Highway,6/26/2022,"ZM, CP, MC, SM",11:16,Milkweed transects,"ZM, CP, MC, SM",33.3,2.8,5.00%,58.80%,,2022,summer,
CrossTimbers,50 Acres,6/26/2022,"ZM, CP, MC, SM",13:58,PM netting,"ZM, CP, MC, SM",34.4,3.3,15.00%,53.80%,,2022,summer,
CrossTimbers,50 Acres,6/26/2022,"ZM, CP, MC, SM",14:38,Bee bowls up,"ZM, CP, MC, SM",34.6,1.9,20.00%,52.30%,,2022,summer,
CrossTimbers,Highway,6/26/2022,"ZM, CP, MC, SM",15:14,PM netting,"ZM, CP, MC, SM",35.3,2.7,25.00%,50.80%,,2022,summer,
CrossTimbers,Highway,6/26/2022,"ZM, CP, MC, SM",15:50,Bee bowls up,"ZM, CP, MC, SM",35.4,1.9,15.00%,46.40%,traps 10 damage/missing,2022,summer,
CrossTimbers,50 Acres,6/25/2022,EAL,9:17,Veg transects,EAL,32.8,2.8,0.00%,52.00%,,2022,summer,
CrossTimbers,Highway,6/25/2022,EAL,9:17,Veg transects,EAL,38,1.4,75.00%,41.00%,,2022,summer,
CrossTimbers,East,6/26/2022,EAL,8:30,Veg transects,EAL,29.2,2.4,10.00%,69.20%,,2022,summer,
CrossTimbers,Middle,6/26/2022,EAL,11:00,Veg transects,EAL,33.4,1.6,5.00%,61.50%,,2022,summer,
Clay,Deer,6/20/2022,EAL,9:31,Veg transects,EAL,31.5,1.3,5.00%,61.40%,,2022,summer,
Clay,Gate,6/20/2022,EAL,13:58,Veg transects,EAL,38.2,1.5,75.00%,35.80%,,2022,summer,
Clay,Middle,6/21/2022,"EAL, JDP",8:06,Veg transects,"EAL, JDP",31.8,1.2,0.00%,58.20%,,2022,summer,
Clay,Brushy,6/21/2022,"EAL, JDP",9:10,Veg transects,"EAL, JDP",32.2,0.8,0.00%,50.10%,,2022,summer,
Clay,Gate,6/21/2022,"EAL, JDP",11:10,Milkweed transects,"EAL, JDP",35.9,1.5,5.00%,48.20%,,2022,summer,
Stillhouse,Dana Peak,6/9/2021,,8:55,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",27.6,0.7,100.00%,85.30%,,2021,summer,
Stillhouse,Dana Peak,6/9/2021,,10:08,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",28.6,1.3,95.00%,78.40%,,2021,summer,
Stillhouse,Dana Peak,6/9/2021,,14:12,PM netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",35.5,2.3,70.00%,58.00%,,2021,summer,
Stillhouse,Dana Peak,6/9/2021,,16:11,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",35.2,1.7,50.00%,61.20%,2 dry and refilled but one of them stayed dry because it had a hole,2021,summer,
Stillhouse,50 Acres,6/10/2021,,8:04,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",26.4,1.2,90.00%,79.50%,,2021,summer,
Stillhouse,WMA5,6/10/2021,,8:26,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",26.6,1.1,90.00%,77.90%,,2021,summer,
Stillhouse,WMA5,6/10/2021,,9:20,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",31.9,0.8,80.00%,62.80%,,2021,summer,
Stillhouse,50 Acres,6/10/2021,,10:44,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",29.8,0.9,85.00%,66.80%,,2021,summer,
Stillhouse,WMA5,6/10/2021,,13:20,PM netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",33.8,0.5,10.00%,57.30%,,2021,summer,
Stillhouse,50 Acres,6/10/2021,,14:21,PM netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",35.5,1.5,15.00%,61.80%,,2021,summer,
Stillhouse,50 Acres,6/10/2021,,15:06,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",35.5,1.6,10.00%,55.20%,1 tipped over,2021,summer,
Stillhouse,WMA5,6/10/2021,,15:33,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",35.5,2.5,5.00%,52.90%,,2021,summer,
Stilllhouse,Dana Peak,6/9/2021,,13:28,Milkweed start,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",34.4,0.9,60.00%,59.10%,Taken from milkweed sheet,2021,summer,
Stillhouse,50 Acres,6/10/2021,,13:31,Milkweed start,"B. Durrington, S. Griffin",32.4,1.3,5.00%,66.00%,Taken from milkweed sheet,2021,summer,
Stillhouse,WMA5,6/10/2021,,14:15,Milkweed start,"B. Durrington, S. Griffin",34.3,1.8,15.00%,58.20%,Taken from milkweed sheet,2021,summer,
Waco,Area 52,6/12/2021,,7:58,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",28.5,0.6,100.00%,78.10%,,2021,summer,
Waco,Area 12,6/12/2021,,8:58,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",27.2,0,100.00%,917.00%,,2021,summer,
Waco,Area 12,6/12/2021,,9:34,AM Netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",26.5,0,100.00%,87.30%,,2021,summer,
Waco,Area 12,6/12/2021,,13:40,PM Netting,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",35.4,0.8,40.00%,60.40%,,2021,summer,
Waco,Area 52,6/12/2021,,15:31,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",35.5,0,50.00%,60.50%,,2021,summer,
Waco,Area 12,6/12/2021,,16:03,Pan traps up,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",34.7,0.7,40.00%,58.10%,,2021,summer,
Waco,Area 111,6/13/2021,,7:05,Pan traps down,"J. Dubon, A. Espinoza, S. Griffin, E. Lopez",25.7,0,0.00%,95.40%,,2021,summer,
