"","SWG_ID","site.plot","year","Method","Order","Family","Genus","Species","M.F","full_plant_sp","plot","taxon","insect.type","Genus_species","USDA_name","USDA_code"
"3119","SWG18_8837","Lewisville Airfield","2018","netting","Hymenoptera","Vespidae","Euodynerus","annulatus","M","Phyla nodiflora","Airfield","Hymenoptera_Vespidae_Euodynerus_annulatus","wasp","Euodynerus_annulatus","Phyla nodiflora","PHNO2"
"3120","SWG18_8838","Lewisville Airfield","2018","netting","Diptera","Bombyliidae","Poecilanthrax","lucifer","NA","Phyla nodiflora","Airfield","Diptera_Bombyliidae_Poecilanthrax_lucifer","fly","Poecilanthrax_lucifer","Phyla nodiflora","PHNO2"
"3121","SWG18_8844","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Melissodes","bimaculatus","M","Teucrium canadense","Airfield","Hymenoptera_Apidae_Melissodes_bimaculatus","bee","Melissodes_bimaculatus","Teucrium canadense","TECA3"
"3122","SWG18_8845","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Xylocopa","virginica","F","Teucrium canadense","Airfield","Hymenoptera_Apidae_Xylocopa_virginica","bee","Xylocopa_virginica","Teucrium canadense","TECA3"
"3123","SWG18_8846","Lewisville Airfield","2018","netting","Hymenoptera","Megachilidae","Megachile","brevis","M","Lespedeza cuneata","Airfield","Hymenoptera_Megachilidae_Megachile_brevis","bee","Megachile_brevis","Lespedeza cuneata","LECU"
"3124","SWG18_8847","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Xylocopa","virginica","F","Vitex agnus-castus","Airfield","Hymenoptera_Apidae_Xylocopa_virginica","bee","Xylocopa_virginica","Vitex agnus-castus","VIAG"
"3125","SWG18_8848","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Bombus","griseocollis","F","Vitex agnus-castus","Airfield","Hymenoptera_Apidae_Bombus_griseocollis","bee","Bombus_griseocollis","Vitex agnus-castus","VIAG"
"3126","SWG18_8849","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Bombus","pensylvanicus","F","Vitex agnus-castus","Airfield","Hymenoptera_Apidae_Bombus_pensylvanicus","bee","Bombus_pensylvanicus","Vitex agnus-castus","VIAG"
"3127","SWG18_8850","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Xylocopa","virginica","F","Vitex agnus-castus","Airfield","Hymenoptera_Apidae_Xylocopa_virginica","bee","Xylocopa_virginica","Vitex agnus-castus","VIAG"
"3128","SWG18_8851","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Xylocopa","micans","F","Vitex agnus-castus","Airfield","Hymenoptera_Apidae_Xylocopa_micans","bee","Xylocopa_micans","Vitex agnus-castus","VIAG"
"3129","SWG18_8852","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Bombus","pensylvanicus","F","Vitex agnus-castus","Airfield","Hymenoptera_Apidae_Bombus_pensylvanicus","bee","Bombus_pensylvanicus","Vitex agnus-castus","VIAG"
"3130","SWG18_8853","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Xylocopa","virginica","F","Vitex agnus-castus","Airfield","Hymenoptera_Apidae_Xylocopa_virginica","bee","Xylocopa_virginica","Vitex agnus-castus","VIAG"
"3131","SWG18_8854","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Xylocopa","micans","F","Vitex agnus-castus","Airfield","Hymenoptera_Apidae_Xylocopa_micans","bee","Xylocopa_micans","Vitex agnus-castus","VIAG"
"3132","SWG18_8855","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Melissodes","tepaneca","M","Lythrum alatum var. lanceolatum","Airfield","Hymenoptera_Apidae_Melissodes_tepaneca","bee","Melissodes_tepaneca","Lythrum alatum var. lanceolatum","LYALL"
"3133","SWG18_8856","Lewisville Airfield","2018","netting","Hymenoptera","Megachilidae","Megachile","albitarsis","F","Lythrum alatum var. lanceolatum","Airfield","Hymenoptera_Megachilidae_Megachile_albitarsis","bee","Megachile_albitarsis","Lythrum alatum var. lanceolatum","LYALL"
"3134","SWG18_8857","Lewisville Airfield","2018","netting","Hymenoptera","Megachilidae","Coelioxys","sp. 2","M","Lythrum alatum var. lanceolatum","Airfield","Hymenoptera_Megachilidae_Coelioxys_sp. 2","bee","Coelioxys_sp. 2","Lythrum alatum var. lanceolatum","LYALL"
"3135","SWG18_8858","Lewisville Airfield","2018","netting","Hymenoptera","Megachilidae","Megachile","brevis","F","Lythrum alatum var. lanceolatum","Airfield","Hymenoptera_Megachilidae_Megachile_brevis","bee","Megachile_brevis","Lythrum alatum var. lanceolatum","LYALL"
"3136","SWG18_8859","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Svastra","obliqua","M","Lythrum alatum var. lanceolatum","Airfield","Hymenoptera_Apidae_Svastra_obliqua","bee","Svastra_obliqua","Lythrum alatum var. lanceolatum","LYALL"
"3137","SWG18_8860","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Xylocopa","micans","F","Lythrum alatum var. lanceolatum","Airfield","Hymenoptera_Apidae_Xylocopa_micans","bee","Xylocopa_micans","Lythrum alatum var. lanceolatum","LYALL"
"3138","SWG18_8861","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Xylocopa","micans","F","Cephalanthus occidentalis","Airfield","Hymenoptera_Apidae_Xylocopa_micans","bee","Xylocopa_micans","Cephalanthus occidentalis","CEOC2"
"3139","SWG18_8862","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Apis","mellifera","F","Cephalanthus occidentalis","Airfield","Hymenoptera_Apidae_Apis_mellifera","bee","Apis_mellifera","Cephalanthus occidentalis","CEOC2"
"3140","SWG18_8863","Lewisville Airfield","2018","netting","Hymenoptera","Apidae","Xylocopa","micans","F","Vitex agnus-castus","Airfield","Hymenoptera_Apidae_Xylocopa_micans","bee","Xylocopa_micans","Vitex agnus-castus","VIAG"
"3141","SWG18_8864","Lewisville Airfield","2018","netting","Diptera","Bombyliidae","Geron","spp.","NA","Lythrum alatum var. lanceolatum","Airfield","Diptera_Bombyliidae_Geron_spp.","fly","Geron_spp.","Lythrum alatum var. lanceolatum","LYALL"
"3142","SWG18_8865","Lewisville Airfield","2018","netting","Hymenoptera","Vespidae","Polistes","dorsalis","F","Vitex agnus-castus","Airfield","Hymenoptera_Vespidae_Polistes_dorsalis","wasp","Polistes_dorsalis","Vitex agnus-castus","VIAG"
"3143","SWG18_8870","Lewisville Airfield","2018","netting","Lepidoptera","Lycaenidae","Strymon","melinus","NA","Neptunia lutea","Airfield","Lepidoptera_Lycaenidae_Strymon_melinus","lep","Strymon_melinus","Neptunia lutea","NELU2"
"3144","SWG18_8871","Lewisville Airfield","2018","Pan Trap","Diptera","Dolichopodidae","Chrysotus","spp.","NA",NA,"Airfield","Diptera_Dolichopodidae_Chrysotus_spp.","fly","Chrysotus_spp.","new croton Oka Highway fall 17","OkaCroton"
"3145","SWG18_8872","Lewisville Airfield","2018","Pan Trap","Diptera","Dolichopodidae","Chrysotus","spp.","NA",NA,"Airfield","Diptera_Dolichopodidae_Chrysotus_spp.","fly","Chrysotus_spp.","new croton Oka Highway fall 17","OkaCroton"
"3146","SWG18_8873","Lewisville Airfield","2018","Pan Trap","Diptera","Dolichopodidae","Chrysotus","spp.","NA",NA,"Airfield","Diptera_Dolichopodidae_Chrysotus_spp.","fly","Chrysotus_spp.","new croton Oka Highway fall 17","OkaCroton"
"3147","SWG18_8874","Lewisville Airfield","2018","Pan Trap","Diptera","Chloropidae","Conioscinella","NA","NA",NA,"Airfield","Diptera_Chloropidae_Conioscinella","fly","Conioscinella_NA","new croton Oka Highway fall 17","OkaCroton"
"3148","SWG18_8875","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","bimaculatus","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_bimaculatus","bee","Melissodes_bimaculatus","new croton Oka Highway fall 17","OkaCroton"
"3149","SWG18_8876","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","bimaculatus","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_bimaculatus","bee","Melissodes_bimaculatus","new croton Oka Highway fall 17","OkaCroton"
"3150","SWG18_8877","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","bimaculatus","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_bimaculatus","bee","Melissodes_bimaculatus","new croton Oka Highway fall 17","OkaCroton"
"3151","SWG18_8878","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","bimaculatus","M",NA,"Airfield","Hymenoptera_Apidae_Melissodes_bimaculatus","bee","Melissodes_bimaculatus","new croton Oka Highway fall 17","OkaCroton"
"3152","SWG18_8879","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis?","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3153","SWG18_8880","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis?","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3154","SWG18_8881","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis?","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3155","SWG18_8882","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3156","SWG18_8883","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","tepaneca","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_tepaneca","bee","Melissodes_tepaneca","new croton Oka Highway fall 17","OkaCroton"
"3157","SWG18_8884","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3158","SWG18_8885","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","tepaneca","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_tepaneca","bee","Melissodes_tepaneca","new croton Oka Highway fall 17","OkaCroton"
"3159","SWG18_8886","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","tepaneca","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_tepaneca","bee","Melissodes_tepaneca","new croton Oka Highway fall 17","OkaCroton"
"3160","SWG18_8887","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3161","SWG18_8888","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","tepaneca","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_tepaneca","bee","Melissodes_tepaneca","new croton Oka Highway fall 17","OkaCroton"
"3162","SWG18_8889","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","M",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3163","SWG18_8890","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3164","SWG18_8891","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","tepaneca","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_tepaneca","bee","Melissodes_tepaneca","new croton Oka Highway fall 17","OkaCroton"
"3165","SWG18_8892","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","tepaneca","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_tepaneca","bee","Melissodes_tepaneca","new croton Oka Highway fall 17","OkaCroton"
"3166","SWG18_8893","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","tepaneca","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_tepaneca","bee","Melissodes_tepaneca","new croton Oka Highway fall 17","OkaCroton"
"3167","SWG18_8894","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","tepaneca","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_tepaneca","bee","Melissodes_tepaneca","new croton Oka Highway fall 17","OkaCroton"
"3168","SWG18_8895","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","bimaculatus","M",NA,"Airfield","Hymenoptera_Apidae_Melissodes_bimaculatus","bee","Melissodes_bimaculatus","new croton Oka Highway fall 17","OkaCroton"
"3169","SWG18_8896","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","tepaneca","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_tepaneca","bee","Melissodes_tepaneca","new croton Oka Highway fall 17","OkaCroton"
"3170","SWG18_8897","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3171","SWG18_8898","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Megachilidae","Megachile","brevis","M",NA,"Airfield","Hymenoptera_Megachilidae_Megachile_brevis","bee","Megachile_brevis","new croton Oka Highway fall 17","OkaCroton"
"3172","SWG18_8899","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3173","SWG18_8900","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","tepaneca","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_tepaneca","bee","Melissodes_tepaneca","new croton Oka Highway fall 17","OkaCroton"
"3174","SWG18_8901","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Florilegus","condignus","F",NA,"Airfield","Hymenoptera_Apidae_Florilegus_condignus","bee","Florilegus_condignus","new croton Oka Highway fall 17","OkaCroton"
"3175","SWG18_8902","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3176","SWG18_8903","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","M",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3177","SWG18_8904","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","tepaneca","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_tepaneca","bee","Melissodes_tepaneca","new croton Oka Highway fall 17","OkaCroton"
"3178","SWG18_8905","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","tepaneca","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_tepaneca","bee","Melissodes_tepaneca","new croton Oka Highway fall 17","OkaCroton"
"3179","SWG18_8906","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","tepaneca","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_tepaneca","bee","Melissodes_tepaneca","new croton Oka Highway fall 17","OkaCroton"
"3180","SWG18_8907","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3181","SWG18_8908","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","F",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3182","SWG18_8909","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Melissodes","communis","M",NA,"Airfield","Hymenoptera_Apidae_Melissodes_communis","bee","Melissodes_communis","new croton Oka Highway fall 17","OkaCroton"
"3183","SWG18_8910","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Apidae","Apis","mellifera","F",NA,"Airfield","Hymenoptera_Apidae_Apis_mellifera","bee","Apis_mellifera","new croton Oka Highway fall 17","OkaCroton"
"3184","SWG18_8911","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Megachilidae","Megachile","brevis","M",NA,"Airfield","Hymenoptera_Megachilidae_Megachile_brevis","bee","Megachile_brevis","new croton Oka Highway fall 17","OkaCroton"
"3185","SWG18_8912","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Megachilidae","Megachile","brevis","F",NA,"Airfield","Hymenoptera_Megachilidae_Megachile_brevis","bee","Megachile_brevis","new croton Oka Highway fall 17","OkaCroton"
"3186","SWG18_8913","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Agapostemon","texanus","F",NA,"Airfield","Hymenoptera_Halictidae_Agapostemon_texanus","bee","Agapostemon_texanus","new croton Oka Highway fall 17","OkaCroton"
"3187","SWG18_8914","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Agapostemon","texanus","F",NA,"Airfield","Hymenoptera_Halictidae_Agapostemon_texanus","bee","Agapostemon_texanus","new croton Oka Highway fall 17","OkaCroton"
"3188","SWG18_8915","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-18","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-18","bee","Lasioglossum_sp. TX-18","new croton Oka Highway fall 17","OkaCroton"
"3189","SWG18_8916","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3190","SWG18_8917","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-18","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-18","bee","Lasioglossum_sp. TX-18","new croton Oka Highway fall 17","OkaCroton"
"3191","SWG18_8918","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3192","SWG18_8919","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","tegulare","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_tegulare","bee","Lasioglossum_tegulare","new croton Oka Highway fall 17","OkaCroton"
"3193","SWG18_8920","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-18","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-18","bee","Lasioglossum_sp. TX-18","new croton Oka Highway fall 17","OkaCroton"
"3194","SWG18_8921","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-18","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-18","bee","Lasioglossum_sp. TX-18","new croton Oka Highway fall 17","OkaCroton"
"3195","SWG18_8922","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-16","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-16","bee","Lasioglossum_sp. TX-16","new croton Oka Highway fall 17","OkaCroton"
"3196","SWG18_8923","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-18","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-18","bee","Lasioglossum_sp. TX-18","new croton Oka Highway fall 17","OkaCroton"
"3197","SWG18_8924","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","tegulare","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_tegulare","bee","Lasioglossum_tegulare","new croton Oka Highway fall 17","OkaCroton"
"3198","SWG18_8925","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3199","SWG18_8926","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-3","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-3","bee","Lasioglossum_sp. TX-3","new croton Oka Highway fall 17","OkaCroton"
"3200","SWG18_8927","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-3","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-3","bee","Lasioglossum_sp. TX-3","new croton Oka Highway fall 17","OkaCroton"
"3201","SWG18_8928","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-3","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-3","bee","Lasioglossum_sp. TX-3","new croton Oka Highway fall 17","OkaCroton"
"3202","SWG18_8929","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3203","SWG18_8930","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-3","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-3","bee","Lasioglossum_sp. TX-3","new croton Oka Highway fall 17","OkaCroton"
"3204","SWG18_8931","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3205","SWG18_8932","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3206","SWG18_8933","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3207","SWG18_8934","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","tegulare","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_tegulare","bee","Lasioglossum_tegulare","new croton Oka Highway fall 17","OkaCroton"
"3208","SWG18_8935","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3209","SWG18_8936","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","tegulare","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_tegulare","bee","Lasioglossum_tegulare","new croton Oka Highway fall 17","OkaCroton"
"3210","SWG18_8937","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3211","SWG18_8938","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-3","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-3","bee","Lasioglossum_sp. TX-3","new croton Oka Highway fall 17","OkaCroton"
"3212","SWG18_8939","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-18","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-18","bee","Lasioglossum_sp. TX-18","new croton Oka Highway fall 17","OkaCroton"
"3213","SWG18_8940","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-3","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-3","bee","Lasioglossum_sp. TX-3","new croton Oka Highway fall 17","OkaCroton"
"3214","SWG18_8941","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3215","SWG18_8942","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-18","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-18","bee","Lasioglossum_sp. TX-18","new croton Oka Highway fall 17","OkaCroton"
"3216","SWG18_8943","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3217","SWG18_8944","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3218","SWG18_8945","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3219","SWG18_8946","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-18","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-18","bee","Lasioglossum_sp. TX-18","new croton Oka Highway fall 17","OkaCroton"
"3220","SWG18_8947","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3221","SWG18_8948","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","coactum","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_coactum","bee","Lasioglossum_coactum","new croton Oka Highway fall 17","OkaCroton"
"3222","SWG18_8949","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-18","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-18","bee","Lasioglossum_sp. TX-18","new croton Oka Highway fall 17","OkaCroton"
"3223","SWG18_8950","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-3","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-3","bee","Lasioglossum_sp. TX-3","new croton Oka Highway fall 17","OkaCroton"
"3224","SWG18_8951","Lewisville Airfield","2018","Pan Trap","Hymenoptera","Halictidae","Lasioglossum","sp. TX-16","F",NA,"Airfield","Hymenoptera_Halictidae_Lasioglossum_sp. TX-16","bee","Lasioglossum_sp. TX-16","new croton Oka Highway fall 17","OkaCroton"
