site,date,plotname,observer,start_time,transectID,position,herb,wood,canopy,litter,bare,rocky,notes,year,season,site.plot,year_cat,fieldseason
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,6,6,0,0,1,9,0,NA,2018,fall,Whitney Woods,B,fall2018
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,9,7,0,0,4,5,0,NA,2018,fall,Whitney Woods,B,fall2018
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,12,5.5,0,0,3.5,7,0,NA,2018,fall,Whitney Woods,B,fall2018
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,15,9,0,0,6,1,0,NA,2018,fall,Whitney Woods,B,fall2018
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,18,6,0,0,5,5,0,NA,2018,fall,Whitney Woods,B,fall2018
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,21,5.5,0,0,3,7.5,0,NA,2018,fall,Whitney Woods,B,fall2018
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,24,5,0,0,9,2,0,NA,2018,fall,Whitney Woods,B,fall2018
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,27,2,0,0,4,10,0,NA,2018,fall,Whitney Woods,B,fall2018
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,30,5.5,0,0,5.5,5,0,EML adjusted,2018,fall,Whitney Woods,B,fall2018
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,33,5.5,0,0,9.5,1,0,NA,2018,fall,Whitney Woods,B,fall2018
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,36,3,0,0,9.5,3.5,0,NA,2018,fall,Whitney Woods,B,fall2018
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,39,7.5,0,0,7,1.5,0,NA,2018,fall,Whitney Woods,B,fall2018
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,42,4.5,0,0,10,1.5,0,NA,2018,fall,Whitney Woods,B,fall2018
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,45,5.5,0,0,8,2.5,0,NA,2018,fall,Whitney Woods,B,fall2018
Whitney,9/12/18,Woods,E. Lichtenberg,13:48,QL2,48,9,0,0,3,4,0,NA,2018,fall,Whitney Woods,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,0,1,0,0,4,11,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,3,1,0,0,3.5,11.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,6,3,0,0,9,4,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,9,2.5,0,0,1.5,12,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,12,1.5,0,0,0.5,14,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,15,1.5,0,0.5,1,13.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,18,4,0,0,0.5,11.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,21,3,0,0,0.5,12.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,24,2.5,0,0,3.5,10,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,27,6,0,0,7,3,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,30,1,0,3,0.5,14.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,33,0,0,0.5,2.5,13.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,36,1.5,0,8,0.5,14,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,39,2.5,0,0,0.5,13,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,42,4.5,0,0,0,11.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,45,2,0,0,0.5,13.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,E. Lichtenberg,13:42,QL1,48,3,0,0,1,12,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,0,5,0,0,2,9,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,3,4,0,0,0.5,11.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,6,2.5,0,0,1,12.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,9,3,0,0,6,7,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,12,3,0,0,0.5,13,0,EML adjusted,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,15,3.5,0,0,0.5,12,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,18,1.5,0,4,6,8.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,21,2.5,0,0,6,7.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,24,3,0,0,2,11,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,27,2.5,0,0,0.5,13,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,30,4,0,0,0.5,11.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,33,1.5,0,0,4.5,10,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,36,2,0,0,3,11,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,39,1.5,0,0,0.5,14,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,42,0.5,0,0,1,14.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,45,0.5,0,0,1.5,14,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",NA,CENTER,48,1,0,0,0,15,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,0,4,0,0,1,11,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,3,1.5,0,0,7,7.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,6,1.5,0,0,0.5,14,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,9,3.5,0,0,0.5,12,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,12,0.5,0,0,1,14.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,15,1,0,0,3,12,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,18,2.5,0,0,2,11.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,21,2,0,0,2,12,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,24,0.5,0,0,4,11.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,27,1.5,0,0,3,11.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,30,1.5,0,0,1.5,13,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,33,2,0,0,4,10,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,36,1,0,0,4.5,10.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,39,1.5,0,0,0.5,14,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,42,3,0,0,1,12,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,45,2.5,0,0,1,12.5,0,NA,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 111,"E. Lichtenberg, K. Wynne",14:15,QL2,48,0.5,0,0,5.5,10,0,EML adjusted,2018,fall,Waco Area 111,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,0,5.5,0,0,2,8.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,3,3,0,0,3.5,9.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,6,1.5,0,0,1.5,13,0,EML adjusted,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,9,1.5,0,0,2.5,12,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,12,2,0,0,0.5,13.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,15,4,0,0,2,10,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,18,6,0,0,2.5,7.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,21,3.5,0,0,4.5,8,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,24,5.5,0,0,4.5,6,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,27,2,0,0,8,6,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,30,5,0,0,4.5,6.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,33,5,0,0,7.5,3.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,36,3,0,0,3.5,9.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,39,3.5,0,0,1.5,11,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,42,4.5,0,0,3,8.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,45,2.5,0,0,0.5,13,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:19,QL1,48,2,0,0,4,10,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,0,2,0,0,9,5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,3,2.5,0,0,7.5,6,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,6,1,0,0,10,5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,9,8,0,0,5,3,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,12,2,0,0,10,4,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,15,4,0,0,5,7,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,18,2,0,0,7.5,6.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,21,6.5,0,0,6.5,3,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,24,3.5,0,0,7.5,5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,27,5.5,0,0,4.5,6,0,EML adjusted herb & bare,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,30,4,0,0,5,7,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,33,1.5,0,0,4,10.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,36,1.5,0,0,6,8.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,39,1.5,0,0,4.5,10,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,42,5,0,0,7,4,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,45,2,0,0,12.5,1.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,11:43,CENTER,48,1.5,0,0,12.5,2,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,W. Behr,12:02,QL2,0,3,0,0,12.5,0.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,W. Behr,12:02,QL2,3,4,0,0,2,10,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,W. Behr,12:02,QL2,6,3,0,0,6.5,6.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,W. Behr,12:02,QL2,9,1.5,0,0,7.5,7,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,W. Behr,12:02,QL2,12,1,0,0,4,11,0,EML adjusted bare,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,W. Behr,12:02,QL2,15,4,0,0,7,5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,W. Behr,12:02,QL2,18,3,0,0,6,7,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,W. Behr,12:02,QL2,21,2.5,0,0,9.5,4,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,W. Behr,12:02,QL2,24,4,0,0,6,6,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,12:02,QL2,27,5,0,0,4.5,6.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,12:02,QL2,30,5,0,0,4,7,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,12:02,QL2,33,5.5,0,0,3,7.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,12:02,QL2,36,8,0,0,5,3,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,12:02,QL2,39,7,0,0,3,6,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,12:02,QL2,42,3,0,0,4,9,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,12:02,QL2,45,8,0,0,5,3,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 48,E. Lichtenberg,12:02,QL2,48,2,0,14,12.5,1.5,0,NA,2018,fall,Waco Area 48,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,0,7.5,0,0,0,8.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,3,6.5,0,0,1,8.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,6,7.5,0,0,0.5,8,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,9,8,0,0,1,7,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,12,9,0,0,1,6,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,15,2.5,0,0,0.5,13,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,18,2,0,0,0.5,13.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,21,2.5,0,0,0,13.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,24,1.5,0,0,0.5,14,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,27,3,0,0,1,12,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,30,5,0,0,0.5,10.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,33,2,0,0,1.5,12.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,36,5,0,0,1.5,9.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,39,2.5,0,0,2,11.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,42,4.5,0,0,4.5,7,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,45,6,0,0,2,8,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,8:33,QL1,48,5,0,0,2,9,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,0,5,0,0,3.5,7.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,3,5,0,0,8,3,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,6,2.5,0,0,2,11.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,9,1.5,0,0,4,10.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,12,4,0,0,2.5,9.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,15,4.5,0,0,2,9.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,18,5,0,0,1,10,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,21,5,0,0,0.5,10.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,24,4,0,0,2,10,0,EML adjusted bare,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,27,1.5,0,0,3,11.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,30,1,0,0,2.5,12.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,33,2,0,0,5,9,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,36,1.5,0,0,2,12.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,39,6.5,0,0,2.5,7,0,EML adjusted herb & bare,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,42,3.5,0,0,1,11.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,45,3.5,0,0,2,10.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,9:20,CENTER,48,1.5,0,0,6,8.5,0,EML adjusted bare,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,0,1.5,0,0,7,7.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,3,2,0,0,4.5,9.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,6,3.5,0,0,3,9.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,9,4.5,0,0,4,7.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,12,5,0,0,3,8,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,15,6,0,0,1.5,8.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,18,6,0,0,1,9,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,21,3,0,0,2,11,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,24,5.5,0,0,1.5,9,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,27,7.5,0,0,1.5,7,0,EML adjusted herb & bare,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,30,7,0,0,3,6,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,33,5.5,0,0,1,9.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,36,4.5,0,0,5,6.5,0,EML adjusted bare,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,39,2.5,0,0,3,10.5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,42,4.5,0,0,3,8.5,0,EML adjusted bare,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,45,8,0,0,3,5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 52,E. Lichtenberg,10:02,QL2,48,6,0,0,5,5,0,NA,2018,fall,Waco Area 52,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,0,1.5,0,0,14.5,0,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,3,1,0,0,15,0,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,6,0.5,0,0,12.5,3,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,9,1,0,0,13,2,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,12,1.5,0,0,14.5,0,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,15,1.5,0,0,14.5,0,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,18,1,0,0,15,0,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,21,0.5,0,0,15.5,0,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,24,2,0,0,14,0,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,27,2.5,0,0,13.5,0,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,30,1,0,0,15,0,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,33,0.5,0,0,15.5,0,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,36,2,0,0,14,0,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,39,3,0,0,12.5,0.5,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,42,0.5,0,0,15,0.5,0,NA,2018,fall,Waco Area 12,B,fall2018
Waco,9/11/18,Area 12,E. Lichtenberg,14:52,QL1,45,1,0,0,15,0,0,NA,2018,fall,Waco Area 12,B,fall2018
