Year,Site,Plot,Date,Time,Observer,Transect,Quad.,Bothriochloa_TR,Bothriochloa_TL,Bothriochloa_BR,Bothriochloa_BL,Total_Bothriochloa,Prop_Bothriochloa,Sorghastrum_TR,Sorghastrum_TL,Sorghastrum_BR,Sorghastrum_BL,Total_Sorghastrum,Prop_Sorghatrum,Present,Notes
2021,Wagley,House,6/17/21,17:19,"A. Espinoza, B. Durrington",QL2,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,House,6/17/21,17:19,"A. Espinoza, B. Durrington",QL2,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,House,6/17/21,17:19,"A. Espinoza, B. Durrington",QL2,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,House,6/17/21,17:19,"A. Espinoza, B. Durrington",QL2,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,House,6/17/21,17:19,"A. Espinoza, B. Durrington",QL2,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,House,6/17/21,18:09,"A. Espinoza, B. Durrington",QL2,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,42,0,1,0,0,1,0.25,0,0,0,0,0,0,yes,
2021,Wagley,Airstrip,6/19/21,7:30,"A. Espinoza, B. Durrington",QL1,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,8:43,"A. Espinoza, B. Durrington",QL1,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,45,1,1,1,1,4,1,0,0,0,0,0,0,yes,
2021,Wagley,Airstrip,6/19/21,9:05,"A. Espinoza, B. Durrington",CTR,48,1,0,0,0,1,0.25,0,0,0,0,0,0,yes,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,12,0,0,1,0,1,0.25,0,0,0,0,0,0,yes,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,15,0,0,1,0,1,0.25,0,0,0,0,0,0,yes,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,21,0,1,0,0,1,0.25,0,0,0,0,0,0,yes,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,24,0,0,1,1,2,0.5,0,0,0,0,0,0,yes,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Airstrip,6/19/21,9:58,"A. Espinoza, B. Durrington",QL2,45,1,1,1,1,4,1,0,0,0,0,0,0,yes,
2021,Wagley,Airstrip,6/19/21,10:56,"A. Espinoza, B. Durrington",QL2,48,1,1,0,0,2,0.5,0,0,0,0,0,0,yes,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:07,"A. Espinoza, B. Durrington",QL1,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,13:51,"A. Espinoza, B. Durrington",QL1,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",CTR,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Wagley,Watertrap,6/19/21,14:21,"A. Espinoza, B. Durrington",QL2,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,0,1,0,0,0,1,0.25,0,0,0,0,0,0,yes,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,3,0,1,0,0,1,0.25,0,0,0,0,0,0,yes,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,7:49,"A. Espinoza, B. Durrington",QL1,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",QL1,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,21,1,1,1,1,4,1,0,0,0,0,0,0,yes,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,24,1,1,1,1,4,1,0,0,0,0,0,0,yes,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,9:00,"A. Espinoza, B. Durrington",CTR,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,10:34,"A. Espinoza, B. Durrington",CTR,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,0,1,1,1,1,4,1,0,0,0,0,0,0,yes,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,3,1,0,1,1,3,0.75,0,0,0,0,0,0,yes,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,6,1,0,0,0,1,0.25,0,0,0,0,0,0,yes,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,10:57,"A. Espinoza, B. Durrington",QL2,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Brushy,6/20/21,11:55,"A. Espinoza, B. Durrington",QL2,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,13:49,"A. Espinoza, B. Durrington",QL1,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:21,"A. Espinoza, B. Durrington",QL1,48,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,3,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,6,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,9,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,12,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,15,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,18,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,21,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,24,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,27,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,30,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,33,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,36,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,39,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,42,0,0,0,0,0,0,0,0,0,0,0,0,no,
2021,Clay,Middle,6/20/21,14:33,"A. Espinoza, B. Durrington",CTR,45,0,0,0,0,0,0,0,0,0,0,0,0,no,
