year,season,site,plot,siteplot,date,precip14,avgprecip14,avgtemp14,maxtemp14,gdd14,precip30,avgprecip30,avgtemp30,maxtemp30,gdd30,precip60,avgprecip60,avgtemp60,maxtemp60,gdd60,precip90,avgprecip90,avgtemp90,maxtemp90,gdd90,precip120,avgprecip120,avgtemp120,maxtemp120,gdd120,precip150,avgprecip150,avgtemp150,maxtemp150,gdd150,precip180,avgprecip180,avgtemp180,maxtemp180,gdd180,precip365,avgprecip365,avgtemp365,maxtemp365,gdd365
2018,summer,Hagerman,Meadow Pond,Hagerman_Meadow Pond,6/27/2018,20.61,1.374,28.17333333,36,242.75,55.18,1.78,27.74516129,36.4,492.1,116.59,1.911311475,25.46721311,36.4,946.6,160.54,1.764175824,21.31648352,36.4,1104.4,252.99,2.090826446,19.38429752,36.4,1272.8,417.82,2.767019868,16.79205298,36.4,1345.1,431.53,2.384143646,14.50718232,36.4,1386.7,1021.33,2.790519126,17.30218579,37.7,3481
2019,summer,Hagerman,Meadow Pond,Hagerman_Meadow Pond,7/9/2019,17.47,1.164666667,27.54,34.6,242.5,97.31,3.139032258,26.03548387,34.6,463.6,197.03,3.23,24.25737705,34.6,871.25,449.16,4.935824176,22.19230769,34.6,1126.2,514.59,4.252809917,19.95206612,34.6,1273.9,568.1,3.762251656,17.03046358,34.6,1321.85,601.32,3.322209945,15.23812155,34.6,1374.6,1452.99,3.969918033,16.78415301,43,3236.85
2018,spring,Hagerman,Upper,Hagerman_Upper,4/26/2018,35.67,2.378,14.15333333,28.6,89.1,101.93,3.288064516,13.05483871,28.6,167.65,163.25,2.676229508,12.88360656,28.6,323.95,322.29,3.541648352,10.72417582,28.6,396.45,332.51,2.748016529,8.591735537,28.6,431,412.27,2.730264901,8.61986755,28.6,527.4,422.89,2.33640884,9.340883978,32.2,685.15,1180.5,3.225409836,16.67786885,37.5,3284.45
2019,spring,Hagerman,Upper,Hagerman_Upper,4/10/2019,11.73,0.782,14.30666667,29.8,84.95,64.29,2.073870968,13.27741935,29.8,157.5,114.3,1.873770492,9.257377049,29.8,204.35,147.66,1.622637363,8.189010989,29.8,255.25,272.75,2.254132231,7.938016529,29.8,316,307.96,2.039470199,7.755629139,29.8,383.45,483.81,2.672983425,8.69558011,29.8,520.35,1141.93,3.120027322,17.02322404,42.9,3365
2017,fall,Hagerman,Upper,Hagerman_Upper,9/19/2017,0.39,0.026,22.54666667,33.8,179.5,85.37,2.753870968,24.17096774,35.9,418.35,365.64,5.994098361,25.82622951,37.5,965.2,509.04,5.593846154,26.2032967,37.5,1474.2,598.91,4.949669421,25.6768595,37.5,1896.85,682.45,4.519536424,24.29602649,37.5,2178.75,805.61,4.450883978,23.25082873,37.5,2430.15,1136.57,3.105382514,18.25546448,37.5,3542
2018,fall,Hagerman,Upper,Hagerman_Upper,9/25/2018,178.44,11.896,24.6,34.4,208.65,221.58,7.147741935,25.91612903,35.7,460.35,374.56,6.140327869,26.69672131,38.5,1018.35,405.76,4.458901099,27.83186813,42.9,1622.55,442.3,3.655371901,27.76446281,42.9,2149.35,518.66,3.434834437,26.82317881,42.9,2543.55,568.73,3.142154696,24.49005525,42.9,2700.6,1026.46,2.804535519,17.53661202,42.9,3589.8
2019,fall,Hagerman,Upper,Hagerman_Upper,9/27/2019,107.71,7.180666667,27.57333333,36.3,238.6,133.4,4.303225806,27.55806452,37.1,487.85,217.23,3.561147541,28.53442623,38.6,1130.85,239.09,2.627362637,28.28461538,38.6,1664.45,349.95,2.89214876,27.35702479,38.6,2100.7,561.54,3.718807947,26.09337748,38.6,2432.2,669.25,3.697513812,24.36132597,38.6,2635.2,1242.33,3.394344262,16.83743169,38.6,3277.35
2017,summer,Hagerman,Upper,Hagerman_Upper,6/27/2017,96.88,6.458666667,26.56,36.7,229.65,144.87,4.673225806,25.08709677,36.7,444.05,221.59,3.632622951,22.50655738,36.7,774.8,348.84,3.833406593,20.85934066,36.7,1018.7,367.17,3.03446281,19.33801653,36.7,1207.85,417.66,2.765960265,17.78344371,36.7,1339.15,491.44,2.715138122,16.08453039,36.7,1416.95,925.59,2.528934426,18.70546448,39.3,3707.45
2018,summer,Hagerman,Upper,Hagerman_Upper,6/27/2018,15.72,1.048,28.08666667,35.9,241.45,36.54,1.178709677,27.65483871,36.3,489.65,112.9,1.850819672,25.37868852,36.3,941.5,162.97,1.790879121,21.21428571,36.3,1098.55,260.24,2.150743802,19.25702479,36.3,1264.5,430.71,2.852384106,16.6615894,36.3,1336.3,445.41,2.460828729,14.37900552,36.3,1377.95,1066.76,2.914644809,17.17131148,37.5,3456.05
2019,summer,Hagerman,Upper,Hagerman_Upper,7/8/2019,46.68,3.112,27.28666667,34.7,238.4,101.17,3.263548387,25.83548387,34.7,458.7,225.08,3.689836066,24,34.7,855.55,441.31,4.84956044,22.0021978,34.7,1109.7,505.74,4.179669421,19.75041322,34.7,1254.5,555.61,3.679536424,16.71986755,34.7,1294.75,588.97,3.253977901,15.01160221,34.7,1348.5,1415.73,3.868114754,16.6579235,42.9,3211.05
2018,spring,Lewisville,Airfield,Lewisville_Airfield,4/27/2018,18.06,1.204,16.33333333,30.2,107.15,70.81,2.284193548,15.28709677,30.2,203.2,118.51,1.942786885,15.40655738,30.2,410,318.82,3.503516484,13.12417582,30.2,500.85,338.13,2.79446281,10.99338843,30.2,551.15,448.72,2.971655629,10.85562914,30.2,654.95,471.28,2.603756906,11.56850829,33.6,851.5,1015.49,2.774562842,18.74808743,38.6,3781.9
2019,spring,Lewisville,Airfield,Lewisville_Airfield,4/15/2019,68.64,4.576,16.14666667,31.8,104.35,76.87,2.479677419,15.36451613,31.8,199.15,137.64,2.256393443,12.12786885,31.8,287.6,161.61,1.775934066,10.81318681,31.8,366.2,276.35,2.283884298,10.25950413,31.8,437.4,328.92,2.178278146,10.13576159,31.8,529.5,499.84,2.761546961,10.67237569,31.8,673.3,1337.19,3.65352459,18.92513661,43.1,3835.3
2017,fall,Lewisville,Airfield,Lewisville_Airfield,9/14/2017,0,0,24.56666667,34.5,208.05,92.27,2.976451613,26.33548387,36.2,475.5,210.21,3.446065574,28.02131148,38.6,1098.85,321.86,3.536923077,28.17692308,38.6,1653.6,472.34,3.903636364,27.48016529,38.6,2114.55,513.82,3.402781457,26.17748344,38.6,2446.2,610.15,3.370994475,25.19392265,38.6,2755.9,1014.71,2.772431694,20.23961749,38.6,4090.25
2018,fall,Lewisville,Airfield,Lewisville_Airfield,9/21/2018,105.61,7.040666667,26.4,34.4,232.05,130.85,4.220967742,28.08064516,36.8,509.45,275.1,4.509836066,29.11639344,43.1,1165.7,279.82,3.074945055,29.95274725,43.1,1815.25,350.86,2.899669421,29.79752066,43.1,2395.1,410.12,2.71602649,28.52582781,43.1,2799.5,472.79,2.612099448,26.42044199,43.1,3011.6,941.37,2.57204918,19.62240437,43.1,4099.75
2019,fall,Lewisville,Airfield,Lewisville_Airfield,9/26/2019,0.01,0.000666667,29.35333333,36.5,253.95,44.24,1.427096774,29.28709677,38.7,519.45,104.08,1.706229508,30.17868852,38.7,1230.85,134.4,1.476923077,29.75384615,38.7,1797.2,323.17,2.670826446,28.87355372,38.7,2283.05,510,3.377483444,27.64768212,38.7,2664.15,697.59,3.854088398,25.94364641,38.7,2902.9,1350.25,3.68920765,18.62622951,38.7,3714.85
2017,summer,Lewisville,Airfield,Lewisville_Airfield,6/24/2017,47.01,3.134,28.42,37.1,251.6,160.31,5.171290323,26.96451613,37.1,488.85,188.68,3.093114754,24.4,37.1,881.3,315.2,3.463736264,22.82967033,37.1,1173.75,340.76,2.816198347,21.23471074,37.1,1402.95,394.48,2.612450331,19.65298013,37.1,1561.85,478.55,2.643922652,18.14640884,37.1,1682.55,909.61,2.485273224,20.5795082,40.1,4215.15
2018,summer,Lewisville,Airfield,Lewisville_Airfield,6/24/2018,31.04,2.069333333,30.10666667,38.8,260.75,71.04,2.291612903,29.5516129,38.8,527.6,130.3,2.136065574,26.68032787,38.8,1020,192.97,2.120549451,23.04395604,38.8,1226.9,266.02,2.198512397,20.96198347,38.8,1412.85,440.43,2.916754967,18.48874172,38.8,1508.2,459.82,2.540441989,16.10276243,38.8,1550.3,973.47,2.659754098,19.18961749,38.8,3941.15
2019,summer,Lewisville,Airfield,Lewisville_Airfield,6/21/2019,113.37,7.558,25.90666667,35.3,223.9,174.28,5.621935484,25.94516129,35.3,472.45,449.27,7.365081967,23.65409836,35.3,832.9,554.93,6.098131868,21.34285714,35.3,1051.15,609.21,5.034793388,18.49338843,35.3,1152.3,636.6,4.21589404,16.49271523,35.3,1238.4,753.36,4.162209945,15.06132597,35.3,1302.2,1707.57,4.665491803,18.63032787,43.1,3716.5
2018,spring,Lewisville,Dam,Lewisville_Dam,4/27/2018,19.08,1.272,16.42666667,30.2,107.85,77.06,2.485806452,15.39354839,30.2,204.2,138.29,2.26704918,15.57213115,30.2,412.55,341.12,3.748571429,13.26813187,30.2,501.75,354.86,2.932727273,11.11983471,30.2,550.8,457.99,3.033046358,10.97483444,30.2,653.3,479.33,2.648232044,11.69171271,33.4,850.45,1012.4,2.766120219,18.78961749,38.5,3772.75
2019,spring,Lewisville,Dam,Lewisville_Dam,4/15/2019,74.5,4.966666667,16.18,31.7,104.9,79.28,2.557419355,15.49677419,31.7,200.8,142.85,2.341803279,12.24754098,31.7,288.6,166.88,1.833846154,10.94505495,31.7,367.85,288.14,2.381322314,10.40743802,31.7,439.9,340.22,2.253112583,10.27615894,31.7,530.9,512.68,2.832486188,10.80883978,31.7,676.55,1379.33,3.768661202,18.95546448,42.8,3824.3
2017,fall,Lewisville,Dam,Lewisville_Dam,9/14/2017,0,0,24.60666667,34.3,209.15,75.41,2.432580645,26.33548387,36.2,475.9,167.62,2.747868852,27.98032787,38.5,1096.4,290.99,3.197692308,28.11208791,38.5,1648,448.01,3.702561983,27.40165289,38.5,2105.65,487.83,3.230662252,26.11589404,38.5,2436.5,588.19,3.249668508,25.15469613,38.5,2747.7,991.78,2.709781421,20.28224044,38.5,4086.55
2018,fall,Lewisville,Dam,Lewisville_Dam,9/20/2018,122.79,8.186,26.38666667,34.5,232.85,144.45,4.659677419,28.04193548,36.8,509,257.45,4.220491803,29.13442623,42.8,1167.4,263.23,2.892637363,29.85494505,42.8,1807.05,318.89,2.635454545,29.64297521,42.8,2377.05,374.95,2.483112583,28.33576159,42.8,2770.8,443.51,2.450331492,26.31325967,42.8,2990.15,927.47,2.534071038,19.65245902,42.8,4086.55
2019,fall,Lewisville,Dam,Lewisville_Dam,9/26/2019,0.83,0.055333333,29.25333333,36.3,253.9,29.42,0.949032258,29.22258065,38.6,520.25,92.25,1.512295082,30.08852459,38.6,1225.95,113.51,1.247362637,29.66153846,38.6,1789.5,312.03,2.578760331,28.78595041,38.6,2273.65,488.35,3.23410596,27.59403974,38.6,2657.4,688.96,3.80640884,25.9121547,38.6,2898.25,1374.21,3.754672131,18.67595628,38.6,3712.85
2017,summer,Lewisville,Dam,Lewisville_Dam,6/25/2017,72.16,4.810666667,28.41333333,36.8,252.65,204.9,6.609677419,26.91612903,36.8,489.8,236.19,3.871967213,24.41147541,36.8,881.4,361.18,3.969010989,22.88681319,36.8,1177.75,387.66,3.203801653,21.27107438,36.8,1402.9,446.99,2.960198675,19.71589404,36.8,1563.85,536.15,2.962154696,18.20055249,36.8,1679.7,987.08,2.696939891,20.60245902,40.1,4203.4
2018,summer,Lewisville,Dam,Lewisville_Dam,6/25/2018,11.15,0.743333333,29.99333333,38.5,260.85,56.97,1.837741935,29.46451613,38.5,527.5,112.3,1.840983607,26.75901639,38.5,1024.2,181.59,1.995494505,23.13626374,38.5,1232.6,257.24,2.125950413,21.20082645,38.5,1430.4,445.66,2.951390728,18.69006623,38.5,1520.4,459.8,2.540331492,16.31270718,38.5,1564.95,906.94,2.477978142,19.23360656,38.5,3932.95
2019,summer,Lewisville,Dam,Lewisville_Dam,6/19/2019,113.79,7.586,25.26666667,34,220.25,184.39,5.948064516,25.56451613,34,466.25,448.99,7.360491803,23.22131148,34,807.9,557.68,6.128351648,21.05604396,34,1026.55,621.23,5.134132231,18.11983471,34,1116.1,642.24,4.253245033,16.20198675,34,1202.6,765.28,4.228066298,14.93480663,34,1271.5,1749,4.778688525,18.66010929,42.8,3706.85
2018,spring,Lewisville,Oakland,Lewisville_Oakland,4/27/2018,18.06,1.204,16.33333333,30.2,107.15,70.81,2.284193548,15.28709677,30.2,203.2,118.51,1.942786885,15.40655738,30.2,410,318.82,3.503516484,13.12417582,30.2,500.85,338.13,2.79446281,10.99338843,30.2,551.15,448.72,2.971655629,10.85562914,30.2,654.95,471.28,2.603756906,11.56850829,33.6,851.5,1015.49,2.774562842,18.74808743,38.6,3781.9
2019,spring,Lewisville,Oakland,Lewisville_Oakland,4/15/2019,68.64,4.576,16.14666667,31.8,104.35,76.87,2.479677419,15.36451613,31.8,199.15,137.64,2.256393443,12.12786885,31.8,287.6,161.61,1.775934066,10.81318681,31.8,366.2,276.35,2.283884298,10.25950413,31.8,437.4,328.92,2.178278146,10.13576159,31.8,529.5,499.84,2.761546961,10.67237569,31.8,673.3,1337.19,3.65352459,18.92513661,43.1,3835.3
2017,fall,Lewisville,Oakland,Lewisville_Oakland,9/14/2017,0,0,24.56666667,34.5,208.05,92.27,2.976451613,26.33548387,36.2,475.5,210.21,3.446065574,28.02131148,38.6,1098.85,321.86,3.536923077,28.17692308,38.6,1653.6,472.34,3.903636364,27.48016529,38.6,2114.55,513.82,3.402781457,26.17748344,38.6,2446.2,610.15,3.370994475,25.19392265,38.6,2755.9,1014.71,2.772431694,20.23961749,38.6,4090.25
2018,fall,Lewisville,Oakland,Lewisville_Oakland,9/21/2018,105.61,7.040666667,26.4,34.4,232.05,130.85,4.220967742,28.08064516,36.8,509.45,275.1,4.509836066,29.11639344,43.1,1165.7,279.82,3.074945055,29.95274725,43.1,1815.25,350.86,2.899669421,29.79752066,43.1,2395.1,410.12,2.71602649,28.52582781,43.1,2799.5,472.79,2.612099448,26.42044199,43.1,3011.6,941.37,2.57204918,19.62240437,43.1,4099.75
2019,fall,Lewisville,Oakland,Lewisville_Oakland,9/26/2019,0.01,0.000666667,29.35333333,36.5,253.95,44.24,1.427096774,29.28709677,38.7,519.45,104.08,1.706229508,30.17868852,38.7,1230.85,134.4,1.476923077,29.75384615,38.7,1797.2,323.17,2.670826446,28.87355372,38.7,2283.05,510,3.377483444,27.64768212,38.7,2664.15,697.59,3.854088398,25.94364641,38.7,2902.9,1350.25,3.68920765,18.62622951,38.7,3714.85
2017,summer,Lewisville,Oakland,Lewisville_Oakland,6/24/2017,47.01,3.134,28.42,37.1,251.6,160.31,5.171290323,26.96451613,37.1,488.85,188.68,3.093114754,24.4,37.1,881.3,315.2,3.463736264,22.82967033,37.1,1173.75,340.76,2.816198347,21.23471074,37.1,1402.95,394.48,2.612450331,19.65298013,37.1,1561.85,478.55,2.643922652,18.14640884,37.1,1682.55,909.61,2.485273224,20.5795082,40.1,4215.15
2018,summer,Lewisville,Oakland,Lewisville_Oakland,6/24/2018,31.04,2.069333333,30.10666667,38.8,260.75,71.04,2.291612903,29.5516129,38.8,527.6,130.3,2.136065574,26.68032787,38.8,1020,192.97,2.120549451,23.04395604,38.8,1226.9,266.02,2.198512397,20.96198347,38.8,1412.85,440.43,2.916754967,18.48874172,38.8,1508.2,459.82,2.540441989,16.10276243,38.8,1550.3,973.47,2.659754098,19.18961749,38.8,3941.15
2019,summer,Lewisville,Oakland,Lewisville_Oakland,6/19/2019,111.8,7.453333333,25.36,33.8,221,179.42,5.787741935,25.6,33.8,466.8,446.77,7.324098361,23.19836066,33.8,806.25,552.43,6.070659341,21.00989011,33.8,1023.1,613.2,5.067768595,18.04710744,33.8,1112.85,634.1,4.199337748,16.11258278,33.8,1198.95,750.86,4.14839779,14.83535912,33.8,1267.55,1706.84,4.663497268,18.61830601,43.1,3712.15
2018,spring,Lewisville,Westlake,Lewisville_Westlake,4/27/2018,23.04,1.536,16.24,30.2,106.2,72.3,2.332258065,15.20322581,30.2,201.6,114.82,1.882295082,15.35737705,30.2,407.7,297.43,3.268461538,13.06813187,30.2,498.25,321.46,2.656694215,10.92644628,30.2,548.1,422.5,2.798013245,10.77019868,30.2,650.4,443.79,2.451878453,11.48287293,33.6,845.05,992.38,2.711420765,18.6510929,38.4,3756.35
2019,spring,Lewisville,Westlake,Lewisville_Westlake,4/15/2019,71.49,4.766,16.08,31.8,103.95,75.69,2.441612903,15.31935484,31.8,198.35,143.37,2.350327869,12.08196721,31.8,286.5,168.52,1.851868132,10.76153846,31.8,364.65,282.25,2.332644628,10.19173554,31.8,434.85,333.92,2.211390728,10.06225166,31.8,526.75,499.43,2.759281768,10.59779006,31.8,668.9,1372.81,3.750846995,18.82759563,43,3809.45
2017,fall,Lewisville,Westlake,Lewisville_Westlake,9/14/2017,0,0,24.41333333,34.4,206.8,109.26,3.524516129,26.19677419,36,473.1,208.51,3.418196721,27.89180328,38.4,1091.35,308.23,3.387142857,28.05164835,38.4,1642.8,476.37,3.936942149,27.34793388,38.4,2098.9,518.04,3.430728477,26.05430464,38.4,2428.6,607.4,3.355801105,25.09281768,38.4,2738.4,1010.99,2.76226776,20.14234973,38.4,4062.45
2018,fall,Lewisville,Westlake,Lewisville_Westlake,9/21/2018,89.03,5.935333333,26.34,34.4,231.4,113.95,3.675806452,27.99677419,36.7,508.1,292.12,4.788852459,29.00327869,43,1159.45,295.85,3.251098901,29.82857143,43,1804.9,380.95,3.148347107,29.66363636,43,2379.9,441.08,2.921059603,28.39536424,43,2780.55,507.33,2.802928177,26.29779006,43,2991.1,940,2.568306011,19.52377049,43,4073.5
2019,fall,Lewisville,Westlake,Lewisville_Westlake,9/26/2019,0,0,29.26,36.3,253.25,52.23,1.68483871,29.18064516,38.7,517.85,108.98,1.786557377,30.07704918,38.7,1224.6,136.88,1.504175824,29.65384615,38.7,1787.95,303.07,2.504710744,28.77190083,38.7,2270.8,508.43,3.367086093,27.55562914,38.7,2650.2,696.73,3.849337017,25.85856354,38.7,2888.25,1326.65,3.624726776,18.54617486,38.7,3694.6
2017,summer,Lewisville,Westlake,Lewisville_Westlake,6/24/2017,40.53,2.702,28.28666667,36.9,250.4,168.58,5.438064516,26.80322581,36.9,485.1,201.44,3.302295082,24.26393443,36.9,873,320.52,3.522197802,22.73296703,36.9,1165.1,344.31,2.84553719,21.15454545,36.9,1393.9,395.01,2.615960265,19.57483444,36.9,1551.25,474.08,2.619226519,18.05801105,36.9,1670.5,932.52,2.547868852,20.48169399,40,4187.3
2018,summer,Lewisville,Westlake,Lewisville_Westlake,6/25/2018,39.86,2.657333333,30.02,38.4,260,86.64,2.79483871,29.46451613,38.4,525.25,145.9,2.391803279,26.68688525,38.4,1020.4,213.02,2.340879121,23.02417582,38.4,1226,261.21,2.158760331,21.05454545,38.4,1421.75,434.51,2.877549669,18.54304636,38.4,1513.4,458.54,2.533370166,16.15966851,38.4,1558.7,930.08,2.541202186,19.0931694,38.4,3915.65
2019,summer,Lewisville,Westlake,Lewisville_Westlake,6/21/2019,96.23,6.415333333,25.75333333,35.3,222.05,152.38,4.915483871,25.85806452,35.3,470.3,443.87,7.276557377,23.58360656,35.3,828.65,548.33,6.025604396,21.27692308,35.3,1045.85,605.74,5.006115702,18.43636364,35.3,1146.75,638.17,4.226291391,16.43377483,35.3,1232.3,753.8,4.164640884,14.99281768,35.3,1295.3,1729.48,4.725355191,18.54398907,43,3694.85
2017,fall,Oka,Highway,Oka_Highway,9/20/2017,14.46,0.964,21.84666667,33.8,170.1,34.38,1.109032258,23.36129032,34.4,397.65,137.22,2.249508197,24.93114754,36.6,911.25,323.47,3.554615385,25.44175824,36.6,1405.45,434.28,3.589090909,24.90165289,36.6,1803.75,722.38,4.78397351,23.39536424,36.6,2051.35,801.98,4.430828729,22.35082873,36.6,2284.45,1202.54,3.285628415,17.05300546,36.6,3267.55
2017,summer,Oka,Highway,Oka_Highway,7/10/2017,178.92,11.928,25.84,34.3,225.05,187.42,6.045806452,25.65483871,34.8,459.35,523.3,8.578688525,23.42295082,34.8,819.75,624.88,6.866813187,21.23296703,34.8,1050.9,660.61,5.459586777,19.70826446,34.8,1248.65,730.02,4.834569536,18.08874172,34.8,1386.7,806.59,4.456298343,16.46464088,34.8,1472.7,1193.47,3.260846995,17.38114754,38.3,3387.35
2017,fall,Oka,River,Oka_River,9/20/2017,20.13,1.342,21.86,33.8,170.2,44.3,1.429032258,23.33225806,34.3,396.9,154.66,2.535409836,24.88688525,36.6,908.4,338.52,3.72,25.39450549,36.6,1401.1,473.45,3.912809917,24.85041322,36.6,1797,760.73,5.03794702,23.3397351,36.6,2042.85,834.87,4.612541436,22.30055249,36.6,2274.5,1226.67,3.351557377,17.0147541,36.6,3254.1
2017,summer,Oka,River,Oka_River,7/11/2017,177.27,11.818,25.96666667,34.2,226.55,183.86,5.930967742,25.71935484,34.6,461.05,542.14,8.887540984,23.43934426,34.6,820.4,640.23,7.035494505,21.27362637,34.6,1054.45,676.71,5.592644628,19.81735537,34.6,1257.6,745.27,4.935562914,18.19139073,34.6,1394.6,820.54,4.533370166,16.49392265,34.6,1476,1177.68,3.217704918,17.35245902,38.3,3377.8
2017,fall,Oka,South,Oka_South,9/20/2017,8.62,0.574666667,21.81333333,33.9,169.75,34.23,1.104193548,23.41290323,34.6,398.7,162.47,2.663442623,25.01639344,36.7,916.8,305.76,3.36,25.53406593,36.7,1414.1,449.33,3.713471074,24.99752066,36.7,1815.7,725.99,4.807880795,23.48741722,36.7,2065.35,809.27,4.471104972,22.44033149,36.7,2299.9,1189.37,3.249644809,17.10327869,36.7,3286.1
2017,summer,Oka,South ,Oka_South,7/10/2017,135.54,9.036,25.94666667,34.6,225.45,141.55,4.566129032,25.75806452,35,460.5,498.17,8.166721311,23.53114754,35,826.05,602.46,6.62043956,21.32417582,35,1058.95,643.32,5.316694215,19.78760331,35,1257.1,710.89,4.707880795,18.14437086,35,1395.35,781.3,4.316574586,16.51712707,35,1482.1,1156.9,3.160928962,17.4204918,38.4,3401.35
2017,fall,Oka,Town,Oka_Town,9/20/2017,14.46,0.964,21.84666667,33.8,170.1,34.38,1.109032258,23.36129032,34.4,397.65,137.22,2.249508197,24.93114754,36.6,911.25,323.47,3.554615385,25.44175824,36.6,1405.45,434.28,3.589090909,24.90165289,36.6,1803.75,722.38,4.78397351,23.39536424,36.6,2051.35,801.98,4.430828729,22.35082873,36.6,2284.45,1202.54,3.285628415,17.05300546,36.6,3267.55
2017,summer,Oka,Town,Oka_Town,7/11/2017,178.92,11.928,26.02,34.3,226.7,187.42,6.045806452,25.76774194,34.8,461.8,508.89,8.342459016,23.50327869,34.8,824.65,624.88,6.866813187,21.33626374,34.8,1060.35,660.61,5.459586777,19.8661157,34.8,1264.1,730.02,4.834569536,18.23245033,34.8,1401.7,806.59,4.456298343,16.53812155,34.8,1483.45,1174.31,3.208497268,17.38743169,38.3,3389.7
2018,spring,Stillhouse,50 Acres,Stillhouse_50 Acres,4/17/2018,16.78,1.118666667,15.14666667,29.6,99.8,84.13,2.713870968,17.17419355,29.6,251.7,151.49,2.483442623,15.9,31.2,442.2,161.28,1.772307692,13.07252747,31.2,524.2,172.67,1.427024793,11.44710744,31.2,590.3,227.4,1.505960265,11.5986755,31.2,744.85,257.39,1.422044199,12.60552486,31.2,1002.45,643.21,1.757404372,19.25273224,39.5,3925.95
2019,spring,Stillhouse,50 Acres,Stillhouse_50 Acres,4/2/2019,0.02,0.001333333,15.51333333,27,101.35,23.16,0.747096774,13.3,27.9,172.75,55.29,0.906393443,12.21311475,30.4,294.3,163.5,1.796703297,10.96483516,30.4,367.5,280,2.314049587,10.50165289,30.4,447.5,324.17,2.146821192,10.7205298,30.4,578.35,567.83,3.13718232,12.06022099,32,851.55,1018.03,2.781502732,19.23442623,43.6,3886.75
2017,fall,Stillhouse,50 Acres,Stillhouse_50 Acres,9/11/2017,23.24,1.549333333,23.98666667,34.5,199.1,75.09,2.422258065,26.84193548,37.5,466.7,166.88,2.735737705,28.05737705,39.5,1101.5,196.52,2.15956044,28.24285714,39.5,1660.25,300.24,2.481322314,27.35206612,39.5,2099.45,315.87,2.091854305,26.0781457,39.5,2432.1,499.74,2.760994475,25.01933702,39.5,2731.6,862.12,2.355519126,20.72349727,39.5,4217.35
2018,fall,Stillhouse,50 Acres,Stillhouse_50 Acres,9/10/2018,90.28,6.018666667,28.41333333,37.4,242.65,201.1,6.487096774,29.21612903,38.4,510.8,206.45,3.38442623,29.86393443,43.6,1212.3,264.47,2.906263736,29.61648352,43.6,1786,318.71,2.633966942,29.12809917,43.6,2315.1,373.71,2.474900662,27.30463576,43.6,2624.95,444.86,2.457790055,25.5878453,43.6,2863.95,688.07,1.879972678,19.82568306,43.6,4136.85
2019,fall,Stillhouse,50 Acres,Stillhouse_50 Acres,9/19/2019,24.94,1.662666667,28.68,37.8,236,32.02,1.032903226,29.20322581,38.1,500.65,35.53,0.582459016,29.44918033,38.6,1186.7,79.62,0.874945055,29.00879121,38.6,1730.15,173.23,1.431652893,28.34049587,38.6,2219.3,444.93,2.946556291,26.97748344,38.6,2563.65,541.8,2.993370166,25.39060773,38.6,2806.75,1158,3.163934426,19.04344262,38.6,3799.3
2017,summer,Stillhouse,50 Acres,Stillhouse_50 Acres,6/8/2017,44.34,2.956,25.45333333,33.4,222.6,106.83,3.446129032,24.06129032,33.4,423.05,257.2,4.216393443,22.38360656,33.4,759.45,324.72,3.568351648,21.18571429,33.4,1037.9,400.56,3.310413223,19.88181818,33.4,1256.85,467.79,3.09794702,18.51258278,33.4,1407.1,481.71,2.661381215,17.15966851,33.4,1535.5,985.62,2.69295082,20.92322404,40.4,4290.65
2018,summer,Stillhouse,50 Acres,Stillhouse_50 Acres,6/8/2018,14.67,0.978,28.69333333,36.9,243.3,54.24,1.749677419,27.10967742,36.9,478.35,109.24,1.790819672,22.87704918,36.9,802.8,180.39,1.982307692,21.00989011,36.9,1049.05,252.87,2.089834711,18.82066116,36.9,1197.15,258.61,1.712649007,16.5807947,36.9,1288.65,298.66,1.650055249,15.01381215,36.9,1358.05,622.4,1.700546448,19.48360656,39.5,4010.95
2019,summer,Stillhouse,50 Acres,Stillhouse_50 Acres,6/4/2019,12.92,0.861333333,26.6,33.2,236.95,73.18,2.360645161,23.91612903,33.2,417.9,379.32,6.218360656,21.83934426,33.2,729.95,403.71,4.436373626,19.42417582,33.2,914.3,435.82,3.601818182,17.0553719,33.2,1021.9,455.82,3.018675497,15.57152318,33.2,1109.05,661.47,3.654530387,14.40055249,33.2,1182,1301.13,3.555,19.24754098,43.6,3874.7
2018,spring,Stillhouse,Dana Peak,Stillhouse_Dana Peak,4/17/2018,17.85,1.19,15.23333333,29.8,101.15,75.88,2.447741935,17.18709677,29.8,253,148.84,2.44,15.84918033,31.4,441.8,155.74,1.711428571,13.05714286,31.4,524.15,169.06,1.397190083,11.4553719,31.4,590.6,214.07,1.417682119,11.59735099,31.4,745.35,246.74,1.36320442,12.6,31.4,1002,650.62,1.777650273,19.24453552,39.4,3924.35
2019,spring,Stillhouse,Dana Peak,Stillhouse_Dana Peak,4/2/2019,0.17,0.011333333,15.42,27.1,100.95,26.48,0.854193548,13.2,27.8,171.6,61.14,1.002295082,12.15081967,30.7,293.25,159.46,1.752307692,10.92857143,30.7,366.55,281.86,2.329421488,10.4661157,30.7,447.05,322.9,2.138410596,10.69271523,30.7,577.85,586.2,3.238674033,12.02762431,32,849.9,1048.86,2.865737705,19.22240437,43.5,3885.2
